num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi2,bima1,,complex2,model1,,,
2,mapsi4,bima1,,complexX,il1,lrc2,,
3,mapsi4,bima1,,complex2,il4,mogpl1,,
4,mapsi4,bima1,,complex1,model1,mogpl1,,
5,mapsi4,bima1,,il1,lrc2,mogpl4,,
6,mapsi1,bima1,,mogpl4,,,,
7,mapsi1,bima1,,complex1,model1,mogpl1,,
8,mapsi1,bima1,,il4,model1,mogpl1,,
9,mapsi2,bima1,,complex2,il4,model1,,
10,mapsi1,bima1,,il4,,,,
11,mapsi1,bima1,,algav2,lrc2,mogpl4,,
12,mapsi2,bima1,,complex2,lrc2,,,
13,mapsi2,bima1,,complex2,lrc2,model1,,
14,mapsi4,bima1,,complex2,il4,model1,,
15,mapsi1,bima1,,il4,model1,mogpl1,,
