num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,archi11,ares1,mapsi5,pr2,
2,model1,,,ares2,complex1,mapsi3,pr3,
3,,,,ares3,mapsi5,pr1,,
4,model1,,,archi13,complex2,mapsi3,pr1,
5,,,,ares2,complex1,noyau2,pr4,
6,model1,,,archi12,ares1,noyau3,pr3,
7,model1,,,ares2,complex1,mapsi3,pr3,
8,model1,,,complex1,mapsi2,noyau4,pr2,
9,model1,,,ares1,dlp3,mapsi5,noyau3,
10,model1,,,ares2,complex1,mapsi5,pr3,
11,model1,,,ares2,complex1,dlp3,noyau4,
12,model1,,,complex1,mapsi4,noyau4,pr3,
13,model1,,,ares1,complex2,mapsi5,noyau3,
14,model1,,,ares2,complex1,dlp1,pr3,
15,model1,,,ares2,complex2,noyau4,pr1,
16,model1,,,complex1,mapsi1,noyau4,pr2,
17,model1,,,archi11,ares2,mapsi5,pr1,
18,model1,,,dlp2,mapsi1,noyau3,pr3,
19,model1,,,ares2,complex1,noyau4,pr3,
20,model1,,,archi11,ares2,complex1,noyau2,
21,model1,,,ares2,complex1,mapsi3,noyau4,
22,model1,,,archi13,ares1,complex2,mapsi4,
23,model1,,,complex2,noyau3,pr1,,
24,model1,,,archi12,complex1,noyau3,pr3,
25,model1,,,ares2,complex1,noyau4,pr3,
