num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,lrc2,,,aagb1,complex1,mapsi3,,
2,mogpl3,lrc2,,complex1,mapsi4,mlbda1,,
3,mogpl2,,,complex2,mapsi4,mlbda2,,
4,mogpl1,lrc3,,bimaX,complex2,il5,,
5,mogpl3,lrc2,,complex2,mapsi2,mlbda2,,
6,mogpl3,lrc2,,il2,mapsi2,mlbda3,,
7,,,,complexX,il4,mlbda1,,
8,mogpl3,lrc4,,il2,mapsi4,mlbda4,,
9,,,,mapsi5,mlbda3,,,
10,mogpl3,lrc1,,complex2,mapsi2,mlbda2,,
11,mogpl4,lrc3,,aagb1,,,,
12,mogpl3,lrc2,,complex1,mapsi4,mlbda1,,
13,mogpl4,lrc2,,bima1,mapsi1,mlbda3,,
14,mogpl1,lrc3,,complex2,il5,mapsiX,,
15,mogpl4,lrc2,,bima1,complex1,mapsi1,,
16,mogpl2,lrc3,,complexX,il1,mlbda3,,
17,mogpl1,,,bima1,complex1,mapsi1,,
18,mogpl1,lrc4,,aagb1,il5,mapsi3,,
19,mogpl3,lrc3,,aagb1,complex2,il3,,
20,mogpl3,lrc2,,complexX,il2,mapsi2,,
21,mogpl1,,,il5,mapsi4,mlbda4,,
22,mogpl3,lrc2,,complex1,mapsi4,mlbda4,,
23,mogpl1,lrc4,,bima1,mapsi1,mlbda2,,
24,mogpl3,lrc2,,complex1,mapsi4,mlbda4,,
25,mogpl3,lrc1,,complex1,mapsi1,,,
26,mogpl2,lrc2,,complexX,il2,mapsi2,,
27,mogpl2,lrc2,,complex1,mapsi2,mlbda4,,
28,mogpl3,lrc1,,complex2,il3,mapsiX,,
29,mogpl2,lrc3,,bimaX,complex2,il3,,
30,mogpl3,,,complex1,,,,
31,mogpl2,lrc2,,complex1,mapsi1,mlbda4,,
32,mogpl1,lrc4,,bima1,mapsi1,,,
33,mogpl3,lrc2,,complex1,mapsi2,mlbda4,,
34,mogpl4,lrc1,,aagb1,bima1,complex1,,
35,mogpl2,lrc2,,complex2,mapsi3,mlbda2,,
36,mogpl4,lrc2,,bima1,il3,mapsi1,,
37,mogpl2,lrc3,,aagb1,complex1,mlbdaX,,
38,mogpl2,lrc2,,il1,mapsi4,,,
39,mogpl1,lrc4,,bima1,mapsi4,mlbda2,,
40,,,,bimaX,complex1,mapsi1,,
41,mogpl2,lrc2,,il3,mapsi1,mlbda3,,
42,mogpl2,lrc3,,complex2,il3,,,
43,,,,bimaX,il5,mapsi1,,
44,mogpl3,lrc2,,complex1,mapsi4,mlbda4,,
45,mogpl1,lrc4,,bima1,il2,mapsi4,,
