num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,rtel1,ares1,,mogpl2,pr2,signal2,,
2,rtel1,ares2,,archi14,complex1,noyau1,,
3,rtel2,ares2,,mogpl2,noyau2,signal2,,
4,rtel2,ares3,,archi12,mogpl4,pr2,,
5,rtel1,ares1,,mogpl3,pr2,signal2,,
6,ares3,,,pr3,,,,
7,rtel1,ares1,,noyau4,pr2,signal2,,
8,rtel1,ares2,,mogpl2,noyau2,pr4,,
9,rtel2,ares2,,archi14,noyau2,signal1,,
10,rtel2,ares3,,archi12,mogpl1,signal1,,
11,rtel2,ares3,,archi12,,,,
12,rtel2,ares3,,archi14,complexX,signal1,,
13,rtel2,ares2,,archi14,mogpl1,signal1,,
14,rtel2,ares3,,archi13,noyau2,pr3,,
15,rtel1,ares3,,archi13,noyau1,pr1,,
16,rtel2,ares3,,noyau1,,,,
17,rtel1,ares1,,archi13,noyau2,signal2,,
18,rtel1,ares1,,noyau4,pr2,signal2,,
19,rtel2,ares3,,archi11,mogpl4,noyau3,,
20,rtel1,,,complex1,pr3,,,
21,rtel2,ares2,,mogpl3,noyau2,signal1,,
22,rtel1,ares3,,archi12,mogpl4,pr2,,
23,rtel1,ares2,,mogpl2,noyau1,pr1,,
24,rtel1,ares3,,archi13,mogpl4,pr1,,
25,rtel1,ares1,,complexX,noyau1,signal2,,
26,rtel1,ares1,,noyau1,pr2,signal2,,
27,rtel2,ares2,,mogpl3,noyau2,signal2,,
28,rtel2,ares3,,archi13,mogpl4,noyau2,,
29,rtel2,ares3,,mogpl3,noyau1,signal1,,
30,,,,noyau4,pr1,signal2,,
31,rtel1,ares2,,mogpl2,pr1,signal2,,
32,rtel2,ares3,,mogpl2,noyau2,pr2,,
33,rtel1,ares2,,,,,,
34,rtel1,ares1,,archi12,noyau3,pr4,,
35,rtel2,ares3,,complexX,noyau4,signal1,,
36,rtel1,ares1,,noyau4,pr2,signal2,,
37,rtel2,ares3,,mogpl2,noyau1,pr2,,
38,rtel1,ares3,,mogpl2,noyau1,pr1,,
39,,,,noyau4,pr2,signal2,,
40,rtel2,ares3,,complexX,noyau1,signal1,,
41,rtel2,ares2,,noyau1,,,,
42,rtel1,ares1,,archi13,noyau2,pr3,,
43,rtel1,ares2,,archi14,complex1,noyau2,,
44,rtel2,ares3,,archi12,mogpl4,pr2,,
45,rtel1,ares1,,noyau4,pr2,signal2,,
46,rtel2,ares2,,mogpl2,noyau1,signal1,,
47,rtel2,ares3,,mogpl2,noyau1,pr4,,
48,,,,archi11,mogpl1,signal2,,
49,rtel2,ares3,,archi14,mogpl1,signal1,,
50,rtel1,ares1,,mogpl2,pr2,signal2,,
