num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,maths4m0621,mapsi1,,bima1,lrc4,,,
2,maths4m0621,mapsi3,aagb1,il5,lrc4,,,
3,maths4m0621,mapsi5,aagb1,,,,,
4,maths4m0621,mapsi2,aagb1,bima1,mogpl4,,,
5,maths4m0621,mapsi2,aagb1,bima1,mogpl4,,,
6,maths4m0621,mapsi5,aagb1,bimaX,mlbdaX,,,
7,maths4m0621,mapsi4,aagb1,,,,,
8,mapsi5,aagb1,,lrc4,,,,
9,maths4m0621,mapsi5,aagb1,complex2,lrcX,,,
10,maths4m0621,mapsi2,aagb1,lrc4,mogpl3,,,
11,maths4m0621,mapsi3,aagb1,mogpl3,,,,
12,maths4m0621,mapsi5,aagb1,complexX,lrc4,,,
13,maths4m0621,mapsi5,aagb1,il3,mlbdaX,,,
14,maths4m0621,mapsi4,aagb1,il5,lrc4,,,
15,maths4m0621,mapsi5,aagb1,,,,,
16,maths4m0621,mapsi4,aagb1,il5,lrc4,,,
17,maths4m0621,mapsi3,aagb1,,,,,
18,mapsi3,,,il4,,,,
19,maths4m0621,mapsi2,aagb1,bima1,complex2,,,
20,maths4m0621,mapsi1,,lrc4,,,,
21,maths4m0621,mapsi2,aagb1,mogpl3,,,,
22,mapsi5,aagb1,,il4,,,,
23,maths4m0621,mapsi2,aagb1,complex2,il5,,,
24,maths4m0621,mapsi4,aagb1,lrc4,mlbdaX,,,
25,maths4m0621,aagb1,,,,,,
