num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,pr1,noyau2,,archi14,ares3,dlp3,,
2,pr3,noyau1,,ares3,dlp1,il4,,
3,pr1,noyau2,,archi14,dlp3,mlbda3,,
4,pr3,noyau3,,algav1,ares3,il5,,
5,noyau3,,,,,,,
6,pr1,noyau1,,archi13,ares3,dlp3,,
7,pr3,noyau1,,algav3,ares1,dlp1,,
8,pr2,noyau1,,archi14,dlp3,il2,,
9,pr4,noyau2,,aresX,dlp1,mlbda2,,
10,pr3,,,archi14,il2,,,
11,pr2,noyau2,,archi14,dlp3,il2,,
12,pr3,noyau1,,archi14,il1,mlbda3,,
13,pr1,noyau1,,archi14,mlbda3,,,
14,pr3,noyau2,,algav2,ares2,il5,,
15,pr4,,,algav1,ares1,dlp2,,
16,pr4,noyau2,,algav2,ares2,il5,,
17,pr3,noyau1,,archi14,il1,mlbda3,,
18,,,,mlbda2,,,,
19,pr3,noyau4,,algav1,ares3,mlbda2,,
20,pr1,noyau4,,algav1,,,,
21,pr3,noyau2,,ares3,dlp1,il4,,
22,pr3,noyau2,,archi14,il3,mlbda3,,
23,pr3,,,algav2,archi14,ares1,,
24,pr1,noyau4,,,,,,
25,pr2,noyau4,,algav1,dlp3,il2,,
26,pr3,noyau4,,algav1,ares3,il4,,
27,pr4,noyau4,,algav1,ares3,mlbda2,,
28,noyau3,,,,,,,
29,pr1,noyau1,,archi13,ares3,dlp3,,
30,pr3,noyau4,,algav1,il1,mlbda3,,
31,pr4,noyau1,,dlp1,il4,mlbda1,,
32,pr1,noyau2,,algav3,ares2,dlp1,,
33,pr3,noyau1,,ares3,dlp1,il4,,
34,pr1,noyau1,,archi14,dlp3,mlbda3,,
35,pr3,noyau2,,archi14,ares2,il3,,
