num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,dlp1,algav2,,il2,lrc3,pr4,,
2,dlp3,algav1,,il1,lrc4,noyau4,,
3,dlp3,algav1,,archi14,il1,pr2,,
4,dlp3,algav2,,il5,noyau2,,,
5,dlp2,algav1,,il2,lrc4,pr3,,
6,dlp1,algav1,,il1,lrc1,mlbda3,,
7,,,,il2,lrc4,,,
8,dlp2,,,il2,mogpl4,pr2,,
9,dlp1,algav1,,il1,lrc4,pr3,,
10,dlp2,algav2,,lrc3,mlbda1,pr4,,
11,dlp1,algav3,,lrc3,mlbda2,pr4,,
12,dlp2,algav3,,il2,pr4,,,
13,dlp1,algav3,,il1,lrc3,pr4,,
14,dlp2,algav1,,lrc4,mlbda4,pr1,,
15,,,,mlbda2,mogpl3,,,
16,dlp2,algav1,,il4,mlbda3,pr3,,
17,dlp3,algav1,,mlbda3,noyau4,pr1,,
18,dlp3,algav2,,archi12,noyau3,pr1,,
19,dlp3,,,lrc4,noyau4,pr1,,
20,dlp1,algav3,,il2,mogpl4,pr2,,
21,dlp3,algav2,,archi12,il1,lrc2,,
22,dlp1,,,mlbda3,,,,
23,dlp2,algav2,,il2,mlbda4,noyau2,,
24,dlp3,algav3,,lrc3,mlbda2,noyau4,,
25,dlp2,algav2,,il1,lrc3,pr4,,
26,dlp3,algav3,,lrc3,mlbda2,noyau4,,
27,dlp3,algav2,,il4,mlbda1,noyau2,,
28,dlp2,algav2,,lrc3,mlbda2,mogpl1,,
29,dlp1,algav3,,lrc3,mlbda2,pr4,,
30,dlp2,,,lrc4,pr4,,,
31,dlp2,algav3,,il4,mlbda1,pr4,,
32,dlp3,algav2,,,,,,
33,,,,il3,lrc2,mlbda3,,
34,dlp2,algav3,,il2,noyau1,pr4,,
35,dlp2,algav2,,il1,lrc3,mlbda4,,
36,dlp3,algav3,,il5,lrc2,mlbda1,,
37,dlp2,algav1,,il2,mogpl4,pr2,,
38,dlp3,algav3,,il5,lrc2,mlbda1,,
39,dlp1,algav3,,il2,lrc3,pr3,,
40,dlp3,algav1,,il5,lrc1,mlbda1,,
41,dlp2,algav1,,il2,mlbda3,pr3,,
42,dlp2,algav1,,il2,mlbda3,pr3,,
43,dlp3,algav1,,il5,lrc1,mlbda1,,
44,dlp3,algav1,,il1,lrc2,mlbda3,,
45,dlp1,algav3,,il1,lrc2,mlbda4,,
46,dlp2,algav2,,lrc3,mlbda2,pr4,,
47,dlp1,algav1,,il1,mlbda3,pr3,,
48,dlp1,algav3,,lrc3,mlbda2,pr4,,
49,dlp1,algav1,,il2,mogpl4,pr2,,
50,dlp1,algav2,,il1,lrc3,pr3,,
51,dlp1,algav3,,lrc3,mogpl4,pr1,,
52,dlp1,algav1,,il4,mlbda3,pr4,,
53,dlp1,algav2,,il2,lrc3,pr4,,
54,dlp1,algav1,,il1,lrc4,mogpl1,,
55,dlp2,algav3,,il4,mlbda1,pr3,,
