num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mogpl3,lrc2,,complex1,mapsi4,mlbda1,,
2,mogpl2,lrc2,,complex1,ilX,mapsi3,,
3,mogpl2,lrc2,,complex1,mapsi1,mlbda4,,
4,mogpl4,lrc2,,bima1,complex1,mapsi4,,
5,mogpl2,lrc2,,complex1,mapsi4,mlbda4,,
6,mogpl3,lrc2,,complex1,mapsi2,mlbda4,,
7,,,,bima1,complex1,mlbda4,,
8,mogpl2,lrc1,,complex2,mapsi4,mlbda2,,
9,mogpl4,lrc4,,complexX,il5,mapsi1,,
10,mogpl2,lrc2,,complex2,il3,mapsiX,,
11,mogpl2,lrc2,,il3,mapsi1,mlbda4,,
12,mogpl2,lrc1,,complex2,il3,mapsiX,,
13,mogpl3,lrc4,,il2,mapsi2,mlbda4,,
14,mogpl2,lrc2,,complex2,ilX,mapsi3,,
15,mogpl4,lrc2,,bima1,complex1,mapsi2,,
16,mogpl2,lrc1,,complex1,mapsi1,mlbda4,,
17,mogpl1,lrc4,,mlbda2,,,,
18,mogpl3,lrc2,,complex2,mapsi2,mlbda2,,
19,mogpl4,lrc2,,complexX,il3,mapsi5,,
20,mogpl4,lrc2,,bima1,complex1,mlbda1,,
21,mogpl1,lrc4,,aagb1,il5,,,
22,mogpl3,lrc3,,aagbX,il2,mlbda3,,
23,mogpl2,lrc1,,,,,,
24,mogpl4,lrc2,,bima1,complex1,mapsi4,,
25,mogpl3,lrc2,,complex1,mapsi4,mlbda4,,
26,mogpl1,lrc3,,complexX,il2,mlbda3,,
27,mogpl3,lrc1,,complex2,mapsi4,mlbda2,,
28,mogpl4,lrc2,,complex1,mapsi5,mlbda1,,
29,mogpl1,lrc4,,mapsi5,mlbda2,,,
30,mogpl4,lrc1,,complexX,il5,mapsi3,,
31,mogpl1,lrc4,,bima1,mapsi4,mlbda2,,
32,mogpl2,lrc3,,il1,mlbda3,,,
33,mogpl4,lrc1,,complex1,mapsi5,mlbda1,,
34,mogpl2,lrc1,,complex1,mapsi3,mlbda4,,
35,lrc3,,,complex2,ilX,mlbda2,,
36,mogpl3,lrc1,,complex1,mapsi4,mlbda4,,
37,mogpl1,lrc3,,complex1,ilX,mlbda4,,
38,mogpl1,lrc3,,aagb1,bimaX,mlbdaX,,
39,mogpl4,lrc2,,bima1,complex1,mlbda1,,
40,mogpl1,lrc3,,complex1,,,,
41,mogpl3,lrc3,,complex1,ilX,mlbda4,,
42,mogpl3,,,mlbda3,,,,
43,mogpl1,lrc3,,complex2,ilX,mlbda2,,
44,mogpl4,lrc2,,bima1,complex1,mapsi2,,
45,mogpl2,lrc1,,complex1,mapsi1,mlbda4,,
