num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,pr3,noyau4,,algav2,aresX,il2,,
2,pr1,noyau1,,algav3,archi14,dlp3,,
3,pr2,noyau4,,aresX,dlp3,il2,,
4,pr3,noyau3,,il5,,,,
5,pr1,noyau1,,archi14,dlp3,mlbda3,,
6,noyau1,,,archi14,dlp3,mlbda3,,
7,pr1,noyau1,,archi14,dlp3,mlbda3,,
8,pr1,noyau3,,dlp3,,,,
9,noyau1,,,archi11,il2,,,
10,noyau2,,,dlp1,il1,,,
11,pr2,noyau4,,algav1,dlp3,il1,,
12,pr3,,,algav2,ares2,il5,,
13,,,,archi14,il1,mlbda3,,
14,pr2,noyau1,,algav2,ares1,dlp3,,
15,pr2,,,dlp3,il1,,,
16,pr2,noyau4,,algav2,dlp3,il1,,
17,pr3,,,algav1,archi14,ares1,,
18,pr4,,,aresX,mlbda2,,,
19,,,,ares3,il3,,,
20,pr4,noyau2,,ares3,dlp1,il4,,
21,,,,ares2,il5,,,
22,pr3,noyau4,,algav1,il1,mlbda3,,
23,pr1,noyau4,,algav1,aresX,dlp3,,
24,pr3,noyau4,,algav1,ares3,mlbda2,,
25,pr2,noyau4,,algav2,dlp3,il1,,
26,pr1,noyau1,,archi13,aresX,dlp3,,
27,pr3,noyau3,,algav1,ares1,dlp1,,
28,noyau3,,,dlp2,,,,
29,pr3,,,algav3,archi14,il2,,
30,pr3,noyau2,,archi14,il2,mlbda3,,
31,pr3,noyau1,,archi11,ares3,il4,,
32,pr1,,,mlbda3,,,,
33,pr2,noyau2,,ares3,dlp3,il5,,
34,pr3,noyau1,,archi14,aresX,mlbda2,,
35,pr2,noyau2,,ares3,dlp3,il5,,
