num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,archi12,complex1,mlbda1,pr3,
2,model1,,,archi13,ares1,dlp3,mapsi5,
3,model1,,,archi12,complex1,dlp3,pr2,
4,model1,,,complex1,dlp3,mapsi5,pr2,
5,model1,,,ares2,complex1,dlp2,pr3,
6,model1,,,ares2,mapsi4,noyau4,pr3,
7,model1,,,ares2,complex1,pr3,,
8,model1,,,complex2,mlbda2,,,
9,model1,,,ares1,complex2,dlp1,pr2,
10,model1,,,ares2,mapsi4,noyau4,pr1,
11,,,,ares2,complex1,dlp1,,
12,model1,,,ares2,complex1,noyau1,pr3,
13,model1,,,ares2,complex2,noyau4,pr1,
14,model1,,,complex1,noyau2,pr2,,
15,model1,,,complex1,mapsi1,noyau4,pr3,
16,model1,,,noyau4,pr3,,,
17,model1,,,archi11,complex1,noyau2,pr2,
18,model1,,,archi11,ares1,complex2,noyau2,
19,model1,,,archi11,ares2,complex1,pr3,
20,model1,,,complex1,mapsi4,noyau4,pr3,
21,model1,,,ares2,complex1,noyau4,pr3,
22,model1,,,ares2,complex2,noyau4,pr1,
23,model1,,,complex2,mapsi4,noyau4,pr1,
24,model1,,,archi11,ares1,complex2,pr2,
25,model1,,,complex1,dlp3,noyau3,,
