num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mlbda4,lrc1,,il2,mapsi2,mogpl2,,
2,mlbda2,lrc1,,complex2,mapsi2,mogpl2,,
3,mlbda4,lrc4,,bima1,il3,mogpl1,,
4,mlbda1,lrc1,,il5,mapsi3,model1,,
5,mlbda4,lrc4,,bima1,il2,mapsi4,,
6,mlbda1,lrc1,,il3,model1,mogpl2,,
7,mlbda3,lrc1,,il2,mapsi4,mogpl3,,
8,mlbda4,lrc4,,il5,mapsi4,mogpl1,,
9,mlbda3,lrc2,,il3,mapsi1,mogpl3,,
10,lrc3,,,complex2,il5,mogpl1,,
11,mlbda3,lrc1,,il3,mapsi1,mogpl3,,
12,mlbda4,lrc2,,bimaX,il1,mapsi2,,
13,mlbda3,lrc2,,bima1,il1,mogpl4,,
14,mlbda4,lrc4,,bima1,il1,mogpl1,,
15,mlbda4,lrc1,,complex1,mapsi4,mogpl2,,
16,mlbda3,lrc3,,,,,,
17,mlbda3,lrc3,,il3,mogpl2,,,
18,,,,il4,mapsi5,,,
19,,,,il4,model1,,,
20,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
21,mlbda2,lrc1,,mapsi3,model1,mogpl3,,
22,mlbda4,lrc2,,il1,mapsi4,mogpl2,,
23,mlbda1,lrc3,,il5,model1,mogpl1,,
24,,,,mapsi5,mogpl1,,,
25,mlbda4,lrc1,,bima1,il3,mapsi1,,
26,mlbda1,lrc1,,il5,mapsi4,mogpl4,,
27,mlbda1,lrc2,,il3,mapsi5,model1,,
28,mlbda3,lrc2,,il5,mapsi1,mogpl4,,
29,mlbda1,lrc2,,il3,mapsi5,model1,,
30,mlbda2,lrc3,,model1,mogpl2,,,
31,lrc3,,,il5,,,,
32,mlbda2,lrc2,,mapsi2,model1,mogpl3,,
33,mlbda1,lrc1,,il5,mapsi3,model1,,
34,mlbda2,lrc1,,mapsi1,model1,mogpl2,,
35,mlbda1,lrc4,,il5,mapsi3,mogpl1,,
36,mlbda3,lrc1,,il2,mapsi5,mogpl4,,
37,mlbda3,lrc2,,bima1,mapsi1,mogpl4,,
38,mlbda3,lrc1,,il2,mapsi2,mogpl2,,
39,mlbda3,,,il3,mapsi1,mogpl2,,
40,lrc1,,,il5,mapsi1,model1,,
