num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,maths4m0621,aagb1,,,,,,
2,maths4m0621,mapsi2,aagb1,bimaX,lrcX,,,
3,maths4m0621,,,bimaX,lrcX,,,
4,mapsi4,aagb1,,bimaX,complex2,,,
5,maths4m0621,mapsi4,aagb1,lrc4,mogpl3,,,
6,mapsi5,,,complex2,mlbda2,,,
7,maths4m0621,mapsi2,aagb1,lrc4,mogpl3,,,
8,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
9,maths4m0621,mapsi3,aagb1,il5,mogpl4,,,
10,maths4m0621,mapsi5,aagb1,,,,,
11,maths4m0621,mapsi5,aagb1,lrc4,mogpl4,,,
12,maths4m0621,mapsi2,aagb1,bimaX,lrcX,,,
13,maths4m0621,mapsi5,aagb1,lrc4,mogpl4,,,
14,maths4m0621,mapsi3,aagb1,lrc4,mogpl2,,,
15,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
16,maths4m0621,aagb1,,bimaX,lrcX,,,
17,maths4m0621,mapsi5,aagb1,lrc4,mogpl4,,,
18,maths4m0621,mapsi4,aagb1,lrc4,mogpl3,,,
19,maths4m0621,mapsi4,aagb1,bimaX,lrcX,,,
20,maths4m0621,mapsi2,aagb1,bimaX,lrcX,,,
21,maths4m0621,mapsi2,aagb1,lrc4,mogpl3,,,
22,maths4m0621,mapsi5,aagb1,il3,,,,
23,maths4m0621,mapsi4,aagb1,il5,mogpl4,,,
24,maths4m0621,mapsi2,aagb1,lrc4,mogpl3,,,
25,maths4m0621,mapsi4,aagb1,bima1,complex2,,,
