num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,vlsi12,archi13,,esa1,mobj1,signal1,,
2,vlsi12,archi11,,esa2,noyau3,signal2,,
3,vlsi11,archi12,,esa1,,,,
4,,,,ares1,esa2,mobj2,,
5,,,,ares1,noyau1,pr4,,
6,,,,noyau1,pr1,signal2,,
7,vlsi11,archi12,,,,,,
8,vlsi11,archi14,,noyau2,signal2,,,
9,vlsi11,archi13,,ares1,esa2,signal2,,
10,vlsi11,,,mobj1,,,,
11,,,,mobj2,pr2,signal1,,
12,vlsi12,archi13,,esa2,mobj2,signal1,,
13,vlsi12,archi12,,mobj2,pr2,signal1,,
14,vlsi11,archi13,,esa2,pr1,signal2,,
15,vlsi12,archi13,,mobj2,noyau2,pr4,,
16,vlsi12,archi13,,esa1,mobj1,signal1,,
17,vlsi12,archi11,,ares3,esa2,noyau3,,
18,,,,esa1,mobj1,signal1,,
19,vlsi11,archi14,,ares2,mobj1,signal2,,
20,vlsi12,archi11,,esa2,noyau3,pr3,,
21,vlsi12,archi13,,esa2,mobj2,signal1,,
22,vlsi11,archi14,,ares2,mobj1,signal2,,
23,vlsi12,archi11,,ares2,esa2,signal2,,
24,vlsi11,archi14,,ares2,mobj2,pr3,,
25,,,,ares1,mobj2,noyau4,,
26,vlsi11,archi14,,ares1,mobj1,noyau3,,
27,vlsi11,archi13,,ares1,esa2,mobj2,,
28,vlsi11,archi14,,noyau1,,,,
29,vlsi11,archi13,,ares1,esa2,signal2,,
30,vlsi11,,,ares1,signal2,,,
31,vlsi12,archi14,,mobj2,noyau2,signal1,,
32,vlsi11,archi14,,ares1,mobj2,noyau2,,
33,vlsi11,archi14,,ares2,mobj2,noyau1,,
34,vlsi11,archi14,,mobj1,noyau3,signal2,,
35,,,,mobj2,noyau2,signal1,,
36,vlsi11,archi14,,mobj1,noyau3,signal2,,
37,vlsi11,archi13,,noyau2,pr1,signal2,,
38,archi13,,,esa1,signal1,,,
39,vlsi12,archi11,,esa2,mobj2,noyau3,,
40,vlsi12,archi11,,esa1,mobj1,noyau3,,
41,vlsi12,archi13,,esa1,mobj1,signal1,,
42,vlsi12,archi13,,esa1,noyau2,signal1,,
43,vlsi12,archi11,,esa1,mobj1,noyau3,,
44,,,,esa1,mobj1,pr1,,
45,vlsi12,archi13,,esa1,mobj1,signal1,,
46,vlsi12,archi13,,esa1,mobj1,signal1,,
47,vlsi12,archi12,,esa1,noyau3,signal1,,
48,vlsi12,archi13,,esa2,mobj2,signal1,,
49,vlsi12,archi13,,esa2,mobj2,signal1,,
50,vlsi12,archi11,,ares2,mobj1,signal2,,
