num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,,,,il4,mogpl3,,,
2,mapsi4,bima1,,il1,lrc2,model1,,
3,mapsi2,bima1,,complex1,lrc1,model1,,
4,mapsi2,bima1,,complex1,lrc1,mogpl4,,
5,mapsi1,bima1,,il3,lrc1,mogpl4,,
6,mapsi2,bima1,,complex2,il4,,,
7,mapsi4,bima1,,complex2,il4,model1,,
8,mapsi4,bima1,,il1,,,,
9,,,,il4,model1,,,
10,mapsi2,bima1,,il1,lrc1,mogpl4,,
11,mapsi1,bima1,,il3,lrc2,mogpl4,,
12,,,,algav2,il2,lrc3,,
13,mapsi2,bima1,,complex1,lrc1,mogpl4,,
14,mapsi4,bima1,,complex2,il4,mogpl1,,
15,mapsi1,bima1,,il4,model1,mogpl1,,
