num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,complex1,mapsi1,noyau3,pr3,
2,model1,,,archi13,ares1,complex2,mapsi5,
3,model1,,,ares2,complex1,mapsi2,noyau4,
4,,,,archi12,ares1,complex2,pr2,
5,model1,,,ares2,complex1,mapsi5,pr3,
6,model1,,,ares2,complex1,noyau1,prX,
7,model1,,,archi11,mapsi1,noyau3,pr1,
8,model1,,,archi11,complex1,mapsi5,noyau3,
9,model1,,,ares2,complex1,dlp3,noyau4,
10,,,,archi11,ares1,complex2,pr2,
11,model1,,,ares2,dlp2,noyau2,prX,
12,model1,,,ares2,complex1,dlp3,noyau4,
13,model1,,,ares2,complex1,mapsi4,noyau4,
14,model1,,,ares1,complex2,mapsi5,pr2,
15,model1,,,ares2,complex1,noyau4,pr3,
16,model1,,,ares2,complex1,dlp3,noyau2,
17,model1,,,ares2,complex1,noyau4,pr3,
18,model1,,,ares2,complex2,noyau4,pr1,
19,model1,,,archi12,complex1,dlp3,noyau3,
20,,,,ares2,complex1,mapsi5,pr3,
21,model1,,,archi11,ares2,noyau2,pr1,
22,model1,,,archi12,dlp3,noyau3,pr1,
23,model1,,,ares2,complex1,mapsi2,pr3,
24,model1,,,archi12,dlp3,noyau3,pr1,
25,model1,,,ares2,complex1,noyau4,pr3,
