num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,rtel2,ares3,,archi13,mogpl4,noyau1,,
2,rtel1,ares1,,noyau4,pr2,signal2,,
3,rtel1,ares1,,archi12,noyau3,signal2,,
4,rtel1,ares1,,archi14,pr2,signal2,,
5,rtel1,ares1,,mogpl2,pr2,signal2,,
6,rtel2,ares2,,mogpl3,noyau2,signal1,,
7,rtel2,ares3,,mogpl2,noyau2,pr4,,
8,rtel1,ares1,,archi13,noyau2,pr4,,
9,rtel1,ares1,,mogpl2,pr2,signal2,,
10,rtel2,ares3,,archi13,noyau1,signal1,,
11,rtel2,ares3,,archi14,pr2,signal1,,
12,rtel1,ares2,,archi12,mogpl4,pr1,,
13,rtel1,ares2,,complex1,mogpl3,pr4,,
14,rtel2,ares2,,mogpl3,noyau1,signal1,,
15,,,,archi12,signal1,,,
16,rtel1,ares1,,mogpl3,noyau2,pr2,,
17,rtel2,ares3,,archi11,mogpl4,noyau2,,
18,rtel2,ares3,,archi12,mogpl4,noyau3,,
19,rtel1,ares1,,mogpl3,pr2,signal2,,
20,rtel1,ares2,,,,,,
21,rtel1,ares3,,mogpl2,noyau3,pr1,,
22,rtel1,,,noyau4,pr1,,,
23,rtel2,ares3,,archi12,noyau3,signal1,,
24,rtel2,ares3,,mogpl3,noyau3,signal1,,
25,rtel2,,,signal1,,,,
26,rtel1,ares1,,noyau4,pr2,signal2,,
27,rtel1,ares2,,mogpl2,pr1,signal2,,
28,rtel1,ares3,,mogpl2,noyau1,pr1,,
29,rtel2,ares2,,archi11,mogpl1,signal2,,
30,rtel2,ares3,,archi11,noyau2,pr2,,
31,rtel1,ares3,,mogpl3,noyau3,pr4,,
32,rtel2,ares3,,noyau4,pr2,signal1,,
33,rtel1,ares1,,mogpl3,pr2,signal2,,
34,rtel1,ares1,,noyau4,pr2,signal2,,
35,rtel2,,,,,,,
36,rtel1,ares2,,noyau4,pr1,signal2,,
37,,,,archi14,mogpl1,,,
38,rtel1,ares3,,mogpl2,noyau3,pr1,,
39,rtel2,ares3,,archi12,mogpl4,noyau3,,
40,rtel1,ares1,,noyau2,pr2,signal2,,
41,rtel1,ares1,,noyau2,pr2,signal2,,
42,ares1,,,signal1,,,,
43,rtel1,ares3,,mogpl3,noyau3,pr4,,
44,rtel2,ares2,,archi14,mogpl1,signal1,,
45,rtel2,ares2,,mogpl2,noyau1,signal1,,
46,rtel2,,,noyau1,,,,
47,rtel2,ares3,,archi14,noyau1,signal1,,
48,rtel2,ares3,,archi12,pr2,signal1,,
49,rtel1,ares3,,mogpl3,noyau2,pr2,,
50,rtel2,ares2,,mogpl3,noyau1,signal2,,
