num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,archi13,ares1,complex2,noyau1,
2,model1,,,ares1,complex2,dlp1,pr2,
3,model1,,,complex1,mlbda1,noyau4,pr3,
4,model1,,,complex1,dlp2,mapsi1,pr2,
5,model1,,,complex1,mapsi5,noyau3,pr3,
6,model1,,,dlp3,mapsi1,noyau4,pr1,
7,model1,,,archi11,complex1,mapsi5,pr3,
8,model1,,,ares1,complex2,mapsi5,noyau3,
9,model1,,,ares1,complex2,mapsi4,pr2,
10,model1,,,ares1,complex2,mapsi3,noyau4,
11,model1,,,ares1,dlp1,noyau2,pr3,
12,model1,,,complex1,noyau4,pr3,,
13,model1,,,complex1,dlp2,noyau1,pr2,
14,,,,archi14,ares3,dlp3,mapsi5,
15,model1,,,ares1,mapsi3,noyau4,pr3,
16,model1,,,archi13,dlp3,noyau2,pr1,
17,,,,ares1,complex2,mapsi5,noyau3,
18,model1,,,ares2,complex1,dlp1,pr3,
19,model1,,,ares1,complex2,mapsi5,noyau3,
20,model1,,,ares2,complex1,mapsi4,,
21,model1,,,ares1,mapsi5,noyau3,pr3,
22,model1,,,archi11,ares1,complex2,noyau1,
23,model1,,,ares1,complex2,dlp2,noyau2,
24,model1,,,complex1,mapsi4,mlbda1,pr3,
25,model1,,,complex1,dlp2,mapsi1,pr2,
