num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mlbda2,lrc4,,bimaX,mapsi3,mogpl3,,
2,mlbda1,lrc4,,il5,mapsi4,mogpl1,,
3,mlbda1,lrc1,,il3,mapsi5,model1,,
4,mlbda4,lrc4,,il3,mapsi5,mogpl1,,
5,mlbda3,lrc1,,il1,mapsi4,mogpl3,,
6,mlbda4,lrc4,,il1,mapsi5,mogpl1,,
7,mlbda1,lrc1,,complex1,mapsi2,mogpl2,,
8,mlbda4,lrc2,,bimaX,il1,mapsi3,,
9,mlbda4,lrc2,,,,,,
10,mlbda1,lrc1,,il5,mapsi4,model1,,
11,mlbda4,lrc1,,complex1,mapsi1,mogpl3,,
12,mlbda2,,,mapsi2,,,,
13,mlbda2,,,mapsi2,,,,
14,mlbda4,lrc1,,il1,mapsi4,,,
15,mlbda2,lrc1,,mapsi1,mogpl2,,,
16,mlbda1,lrc4,,bima1,il3,mogpl1,,
17,mlbda2,lrc2,,,,,,
18,mlbda3,lrc1,,il1,mapsi3,mogpl2,,
19,mlbda1,lrc3,,bimaX,il5,mogpl1,,
20,mlbda4,lrc4,,il5,mapsi1,mogpl1,,
21,lrc3,,,bimaX,,,,
22,mlbda1,lrc4,,il5,mapsi4,mogpl1,,
23,mlbda4,lrc4,,il3,mapsi1,mogpl2,,
24,mlbda4,lrc2,,il3,mapsi1,mogpl3,,
25,mlbda1,lrc4,,il5,mapsi4,mogpl1,,
26,mlbda3,lrc2,,il1,mapsi5,mogpl4,,
27,mlbda4,lrc4,,il5,mapsi1,mogpl1,,
28,lrc4,,,il1,mapsi5,mogpl4,,
29,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
30,mlbda2,lrc4,,mapsi1,,,,
31,mlbda2,lrc2,,bimaX,mapsi5,mogpl4,,
32,mlbda4,lrc3,,,,,,
33,mlbda1,lrc1,,il3,mapsi5,model1,,
34,mlbda4,lrc3,,bimaX,complex1,mogpl1,,
35,,,,mapsi2,mogpl2,,,
36,mlbda4,lrc2,,il1,mapsi3,mogpl3,,
37,lrc3,,,il5,,,,
38,mlbda3,lrc1,,il3,mapsi1,mogpl3,,
39,,,,complex1,mapsi1,,,
40,mlbda3,,,il4,mogpl3,,,
