num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,lrc3,,,mogpl2,,,,
2,mlbda4,lrc3,,,,,,
3,mlbda1,lrc3,,il3,model1,mogpl3,,
4,mlbda1,lrc4,,il5,mapsi3,mogpl1,,
5,mlbda2,lrc3,,complex2,ilX,mogpl1,,
6,mlbda2,lrc3,,,,,,
7,mlbda3,lrc1,,il2,mapsi3,mogpl2,,
8,mlbda4,lrc3,,,,,,
9,mlbda1,lrc4,,bima1,il3,mogpl4,,
10,mlbda4,lrc1,,il1,mapsi4,mogpl2,,
11,mlbda2,lrc1,,bima1,mapsi1,model1,,
12,mlbda2,,,mapsi1,model1,mogpl3,,
13,mlbda3,lrc1,,il2,mapsi2,mogpl2,,
14,mlbda4,lrc1,,il3,mapsi1,mogpl2,,
15,mlbda4,lrc1,,bima1,complex1,mapsi4,,
16,mlbda4,lrc4,,il5,mapsi1,mogpl1,,
17,mlbda1,lrc3,,il3,model1,mogpl2,,
18,mlbda3,lrc1,,il3,mapsi1,mogpl2,,
19,mlbda2,lrc2,,complex2,ilX,mapsi5,,
20,mlbda3,lrc1,,il2,mapsi4,mogpl3,,
21,mlbda3,lrc1,,complexX,il1,mapsi5,,
22,mlbda1,lrc4,,il5,mapsi3,mogpl1,,
23,mlbda1,lrc3,,il3,model1,mogpl3,,
24,mlbda4,lrc4,,il3,mapsi5,mogpl1,,
25,mlbda3,,,il4,mogpl3,,,
26,mlbda1,lrc4,,il5,mapsi4,mogpl1,,
27,mlbda4,lrc4,,il5,mapsi1,mogpl1,,
28,mlbda3,lrc2,,il2,mapsi3,mogpl3,,
29,mlbda3,lrc1,,il2,mapsi5,mogpl4,,
30,mlbda3,lrc1,,il5,mapsi1,mogpl4,,
31,mlbda2,,,bima1,,,,
32,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
33,mlbda1,lrc3,,il5,model1,mogpl1,,
34,mlbda4,lrc2,,bima1,il1,mapsi4,,
35,mlbda1,lrc3,,il3,model1,mogpl1,,
36,mlbda4,lrc1,,il1,mapsi3,mogpl2,,
37,mlbda4,lrc2,,complex1,mapsi4,mogpl2,,
38,mlbda4,lrc1,,il2,mapsi3,mogpl2,,
39,,,,il1,mogpl2,,,
40,lrc1,,,mapsi1,,,,
