num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,archi11,ares1,complex2,noyau2,
2,model1,,,ares2,complex1,mapsi5,pr3,
3,model1,,,ares2,complex1,noyau4,pr3,
4,model1,,,ares1,complex2,noyau4,pr2,
5,model1,,,complex1,mapsi3,noyau4,pr2,
6,model1,,,archi11,ares1,complex2,noyau2,
7,model1,,,ares2,complex1,noyau4,pr3,
8,model1,,,ares2,complex1,noyau4,pr3,
9,model1,,,aresX,complex2,mapsi4,mlbda2,
10,model1,,,ares1,complex2,noyau4,pr2,
11,model1,,,ares2,dlp3,mapsi5,pr1,
12,model1,,,archi13,dlp3,mapsi5,pr1,
13,model1,,,archi11,ares1,complex2,noyau2,
14,model1,,,complex1,dlp1,mapsi1,pr2,
15,model1,,,complex1,mlbda1,noyau4,pr3,
16,model1,,,complex1,mlbda1,noyau4,pr3,
17,model1,,,ares2,complex2,dlp1,pr1,
18,,,,ares3,dlp3,mapsi5,pr1,
19,model1,,,archi11,ares1,noyau2,pr2,
20,model1,,,archi11,mapsi5,noyau3,pr3,
21,,,,aresX,mapsi1,mlbda2,noyau4,
22,model1,,,complex1,dlp1,noyau2,pr3,
23,model1,,,archi13,complex1,dlp3,noyau1,
24,model1,,,archi11,ares2,complex1,mapsi5,
25,model1,,,ares2,complex2,noyau4,pr1,
