num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,maths4m0621,mapsi2,aagb1,bimaX,mlbdaX,,,
2,maths4m0621,mapsi4,aagb1,complex2,mogpl2,,,
3,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
4,maths4m0621,mapsi2,aagb1,,,,,
5,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
6,maths4m0621,mapsi3,aagb1,lrc4,mogpl2,,,
7,maths4m0621,mapsi3,aagb1,complex2,lrcX,,,
8,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
9,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
10,maths4m0621,mapsi2,aagb1,bimaX,lrc4,,,
11,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
12,maths4m0621,mapsi2,aagb1,complex2,mogpl2,,,
13,maths4m0621,mapsi5,,lrc4,,,,
14,maths4m0621,mapsi5,aagb1,,,,,
15,maths4m0621,mapsi5,aagb1,bimaX,lrc4,,,
16,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
17,maths4m0621,mapsi2,aagb1,bimaX,mogpl2,,,
18,maths4m0621,mapsi2,aagb1,complex2,mogpl2,,,
19,maths4m0621,mapsi5,aagb1,bimaX,il3,,,
20,maths4m0621,mapsi2,aagb1,bima1,,,,
21,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
22,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
23,maths4m0621,mapsi3,aagb1,complex2,lrcX,,,
24,maths4m0621,mapsi2,aagb1,il5,mogpl4,,,
25,maths4m0621,mapsi2,aagb1,il5,mogpl4,,,
