num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mogpl3,lrc1,,complex1,mapsi1,mlbda4,,
2,mogpl2,lrc1,,complex1,mapsi2,mlbda1,,
3,mogpl2,lrc1,,il3,mapsi1,mlbda3,,
4,mogpl2,lrc1,,complex1,mapsi1,mlbda4,,
5,mogpl1,lrc4,,bima1,mapsi1,mlbda2,,
6,mogpl4,lrc2,,complex1,mapsi4,mlbda1,,
7,,,,complex1,mapsi5,,,
8,mogpl2,lrc1,,complex1,mapsi1,mlbda4,,
9,mogpl3,lrc1,,il1,mapsi4,mlbda4,,
10,mogpl3,lrc1,,complex1,mapsi4,mlbda4,,
11,mogpl4,lrc4,,bimaX,il5,mapsi1,,
12,mogpl1,lrc4,,bima1,il3,mapsi1,,
13,mogpl2,lrc1,,complex1,mapsi3,,,
14,mogpl1,,,complex2,ilX,mlbda2,,
15,mogpl2,lrc1,,complex2,ilX,mapsi2,,
16,mogpl3,lrc3,,complex2,il3,,,
17,mogpl3,lrc2,,complex1,mapsi3,mlbda1,,
18,mogpl4,lrc2,,bima1,mapsi4,mlbda2,,
19,mogpl2,lrc3,,complex2,ilX,mlbda2,,
20,mogpl4,lrc1,,complex1,ilX,mapsi5,,
21,mogpl2,lrc4,,il2,mapsi4,mlbda4,,
22,lrc1,,,complex2,il3,mapsi5,,
23,mogpl3,lrc3,,il1,mlbda4,,,
24,mogpl3,lrc3,,complexX,il1,mlbda3,,
25,mogpl3,lrc1,,complex2,ilX,mapsi2,,
26,mogpl3,lrc2,,complex2,il3,mapsiX,,
27,mogpl4,lrc2,,bima1,complex1,mapsi1,,
28,mogpl2,lrc3,,complex1,mlbda1,,,
29,mogpl4,lrc1,,complexX,il3,mapsi5,,
30,mogpl1,,,mlbda3,,,,
31,mogpl2,lrc1,,complex1,mapsi4,mlbda4,,
32,mogpl2,lrc2,,aagb1,mapsi4,mlbdaX,,
33,mogpl4,lrc1,,complex1,mapsi4,mlbda1,,
34,mogpl3,lrc2,,complex1,mapsi4,mlbda4,,
35,mogpl2,lrc2,,complex2,ilX,mapsi4,,
36,mogpl3,lrc3,,mlbda2,,,,
37,mogpl4,lrc2,,bima1,il1,,,
38,mogpl2,lrc1,,complex1,mapsi4,mlbda1,,
39,mogpl2,lrc2,,complex1,mapsi4,,,
40,mogpl3,lrc2,,complex2,mapsi2,mlbda2,,
41,mogpl4,lrc4,,bima1,mapsi2,mlbda2,,
42,mogpl4,lrc4,,complexX,il5,mapsi4,,
43,mogpl4,lrc2,,bima1,il1,mapsi4,,
44,mogpl3,,,il4,mlbda3,,,
45,mogpl1,,,bima1,mapsi4,mlbda4,,
