num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,vlsi12,archi13,,esa1,mobj1,signal1,,
2,vlsi12,archi13,,esa1,noyau2,signal1,,
3,,,,esa1,signal1,,,
4,vlsi12,archi13,,esa1,noyau2,signal1,,
5,vlsi11,archi13,,ares1,mobj2,,,
6,vlsi11,archi13,,ares1,esa2,pr4,,
7,,,,ares2,mobj2,signal1,,
8,archi12,,,esa1,pr4,,,
9,archi13,,,ares1,esa2,signal1,,
10,vlsi11,archi13,,ares1,esa2,mobj2,,
11,vlsi11,archi13,,,,,,
12,vlsi12,archi13,,esa1,mobj1,signal1,,
13,vlsi11,archi14,,mobj1,pr1,signal2,,
14,vlsi12,archi13,,esa1,noyau2,signal1,,
15,vlsi12,archi11,,ares2,esa2,mobj2,,
16,vlsi12,archi13,,esa1,mobj1,signal1,,
17,,,,mobj1,signal1,,,
18,vlsi11,archi14,,ares1,noyau3,,,
19,vlsi11,archi14,,mobj1,pr1,signal2,,
20,vlsi12,archi13,,esa1,mobj1,signal1,,
21,vlsi12,archi13,,esa2,mobj2,signal1,,
22,archi11,,,mobj2,pr4,,,
23,vlsi12,archi11,,ares2,esa2,mobj2,,
24,vlsi11,archi13,,ares1,esa2,mobj2,,
25,vlsi11,archi12,,noyau3,,,,
26,vlsi12,archi11,,ares3,mobj1,noyau3,,
27,vlsi12,archi13,,esa2,mobj2,signal1,,
28,vlsi12,archi14,,ares3,signal1,,,
29,vlsi11,archi12,,ares1,mobj2,noyau3,,
30,vlsi12,archi14,,ares2,noyau1,signal1,,
31,vlsi11,archi12,,ares1,mobj2,noyau3,,
32,vlsi12,archi11,,esa2,mobj2,pr4,,
33,vlsi12,archi11,,ares2,mobj1,signal2,,
34,vlsi11,archi13,,ares1,mobj1,signal2,,
35,vlsi12,archi13,,esa1,mobj1,signal1,,
36,vlsi11,archi14,,ares1,mobj1,signal2,,
37,vlsi12,archi11,,ares2,esa2,mobj2,,
38,vlsi12,archi12,,esa1,noyau3,signal1,,
39,vlsi11,archi12,,ares1,mobj2,noyau3,,
40,vlsi12,archi11,,mobj1,pr2,signal2,,
41,,,,ares1,pr2,,,
42,,,,ares2,mobj1,signal2,,
43,vlsi12,archi11,,esa1,noyau3,pr3,,
44,vlsi11,archi13,,ares1,esa2,pr4,,
45,vlsi11,archi12,,ares1,noyau3,signal2,,
46,vlsi12,archi11,,esa1,mobj1,pr4,,
47,vlsi11,archi13,,esa2,mobj2,pr1,,
48,vlsi11,archi14,,ares1,mobj1,noyau3,,
49,archi12,,,esa1,,,,
50,vlsi11,,,esa2,pr2,signal2,,
