num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi4,bima1,,,,,,
2,mapsi1,bima1,,il3,model1,mogpl1,,
3,mapsi4,bima1,,complex2,il4,model1,,
4,mapsi2,bima1,,complex1,model1,,,
5,mapsi2,bima1,,il1,lrc2,model1,,
6,mapsi2,bima1,,complex1,model1,mogpl1,,
7,mapsi1,bima1,,il3,model1,mogpl1,,
8,mapsi4,bima1,,complex2,il4,mogpl1,,
9,mapsi4,bima1,,complex2,il4,mogpl1,,
10,mapsi2,bima1,,complex2,il4,,,
11,,,,il2,mogpl3,,,
12,mapsi1,bima1,,algav2,lrc2,mogpl4,,
13,mapsi2,bima1,,complex1,lrc2,mogpl4,,
14,mapsi2,bima1,,il2,lrc4,mogpl1,,
15,mapsi4,bima1,,complex2,il4,model1,,
