num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,dlp2,algav1,,pr1,,,,
2,dlp2,algav3,,,,,,
3,dlp3,algav2,,lrc3,mlbda2,noyau4,,
4,dlp1,algav2,,mlbda2,mogpl4,noyau1,,
5,dlp2,algav1,,il1,lrc2,mlbda3,,
6,dlp2,algav1,,il1,mlbda3,mogpl1,,
7,dlp1,algav1,,il1,lrc2,mlbda3,,
8,dlp3,algav2,,il1,lrc3,noyau4,,
9,dlp1,algav1,,complex1,lrc2,mogpl4,,
10,dlp1,algav2,,il1,mlbda4,noyau1,,
11,dlp3,algav1,,il1,mlbda3,noyau4,,
12,,,,lrc3,mlbda2,,,
13,dlp1,algav3,,il1,lrc3,mlbda4,,
14,dlp3,algav3,,lrc3,,,,
15,algav2,,,il1,lrc3,,,
16,dlp1,algav1,,mlbda3,mogpl4,pr1,,
17,dlp3,algav1,,il1,mlbda3,noyau4,,
18,dlp1,algav2,,il4,noyau2,pr4,,
19,dlp2,algav2,,il4,noyau1,pr4,,
20,dlp1,algav3,,il2,lrc3,mogpl4,,
21,dlp1,algav3,,il2,lrc3,mlbda4,,
22,dlp2,algav2,,lrc3,mlbda2,pr4,,
23,dlp1,algav3,,il1,lrc3,mlbda4,,
24,dlp1,algav1,,il1,mlbda3,mogpl1,,
25,dlp1,algav1,,il1,lrc2,mlbda3,,
26,dlp1,algav2,,il4,noyau2,pr4,,
27,dlp2,algav2,,il2,lrc3,pr4,,
28,dlp3,algav1,,archi14,complex1,mlbda1,,
29,algav3,,,,,,,
30,dlp2,algav3,,il2,lrc3,pr3,,
31,dlp1,algav2,,il1,lrc3,mlbda4,,
32,dlp2,algav1,,il2,lrc4,pr3,,
33,dlp1,algav3,,il2,mogpl4,pr2,,
34,dlp2,algav3,,il2,lrc3,pr3,,
35,dlp2,algav1,,,,,,
36,dlp2,algav1,,il4,mlbda4,,,
37,dlp3,algav3,,il5,,,,
38,,,,il4,pr4,,,
39,dlp2,algav3,,il4,mlbda1,pr4,,
40,dlp2,algav3,,mlbda1,noyau1,pr1,,
41,dlp1,algav1,,il2,lrc4,mogpl1,,
42,dlp3,algav1,,archi14,il1,mlbda3,,
43,dlp2,algav1,,il4,mlbda3,pr4,,
44,dlp1,algav2,,il2,lrc3,mogpl1,,
45,dlp3,algav2,,archi12,il2,pr2,,
46,algav1,,,il2,lrc2,mogpl4,,
47,dlp3,algav3,,archi14,lrc3,mlbda2,,
48,dlp2,algav2,,il4,mlbda4,noyau1,,
49,algav3,,,lrc3,mogpl4,noyau4,,
50,dlp1,algav1,,il1,mlbda4,,,
51,dlp2,algav3,,il2,lrc3,pr3,,
52,dlp1,algav1,,lrc4,mogpl4,pr1,,
53,dlp1,algav3,,il2,lrc3,mlbda4,,
54,dlp1,algav1,,il2,mogpl4,pr2,,
55,dlp3,algav2,,il1,lrc3,noyau4,,
