num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,ares2,complex1,noyau4,pr3,
2,model1,,,ares1,complex2,noyau4,pr2,
3,model1,,,ares2,complex1,dlp1,pr3,
4,model1,,,archi11,complex1,mapsi5,noyau3,
5,model1,,,complex1,dlp2,noyau3,pr3,
6,model1,,,archi11,ares1,complex2,mapsi5,
7,model1,,,complex1,dlp2,noyau1,pr2,
8,model1,,,ares1,mapsi5,noyau3,pr3,
9,model1,,,archi12,ares2,dlp3,pr1,
10,,,,ares3,dlp3,noyau3,pr1,
11,model1,,,complex1,mlbda1,noyau1,pr3,
12,model1,,,complex1,dlp3,noyau1,pr2,
13,model1,,,ares1,complex2,mapsi5,pr2,
14,model1,,,ares2,complex1,dlp3,mapsi5,
15,model1,,,ares1,mapsi4,noyau4,pr2,
16,model1,,,ares2,complex1,pr3,,
17,model1,,,ares2,complex1,dlp2,pr3,
18,model1,,,archi11,ares1,complex2,mapsi5,
19,model1,,,ares2,complex1,mapsi5,pr3,
20,model1,,,complex1,dlp3,mapsi5,noyau3,
21,model1,,,ares1,complex2,mapsi2,pr2,
22,model1,,,archi13,ares1,complex2,mapsi2,
23,model1,,,aresX,complex2,mapsi5,mlbda2,
24,,,,ares2,complex1,noyau1,,
25,model1,,,ares1,complex2,mapsi3,noyau4,
