num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mlbda2,lrc4,,bima1,mapsi1,mogpl1,,
2,mlbda3,lrc2,,mapsi2,mogpl2,,,
3,mlbda2,lrc1,,complex2,mapsi3,mogpl3,,
4,mlbda4,lrc2,,,,,,
5,mlbda3,lrc2,,il5,mapsi4,mogpl4,,
6,mlbda3,lrc2,,bima1,il2,mogpl4,,
7,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
8,mlbda1,lrc3,,il3,model1,mogpl1,,
9,mlbda2,lrc2,,complex2,mapsi5,model1,,
10,mlbda2,lrc1,,mapsi1,model1,mogpl3,,
11,mlbda3,lrc1,,il2,mapsi4,mogpl2,,
12,mlbda1,,,complex1,mogpl2,,,
13,mlbda2,lrc4,,mapsi5,mogpl1,,,
14,mlbda1,lrc2,,il5,mapsi2,model1,,
15,mlbda3,lrc3,,il5,mogpl4,,,
16,mlbda2,lrc2,,mapsi5,model1,,,
17,mlbda4,lrc1,,complex1,mapsi3,mogpl3,,
18,mlbda4,lrc1,,complex1,mapsi1,mogpl2,,
19,mlbda4,lrc1,,il1,mapsi3,mogpl2,,
20,mlbda3,lrc1,,il1,mapsi2,mogpl3,,
21,mlbda3,lrc2,,il3,mapsi1,mogpl3,,
22,mlbda1,lrc2,,il3,mapsi5,model1,,
23,mlbda1,lrc3,,,,,,
24,mlbda1,lrc4,,bima1,il3,mogpl1,,
25,mlbda1,lrc4,,il5,mapsi2,mogpl1,,
26,mlbda2,lrc2,,mapsi2,model1,mogpl2,,
27,mlbda2,lrc1,,mapsi2,model1,mogpl2,,
28,mlbda4,lrc1,,il1,mapsi2,mogpl2,,
29,mlbda3,lrc1,,il2,mapsi2,mogpl3,,
30,mlbda3,lrc1,,bimaX,il2,mogpl2,,
31,mlbda2,lrc2,,,,,,
32,mlbda3,lrc2,,il1,mapsi3,mogpl3,,
33,mlbda2,lrc1,,mapsi1,model1,mogpl2,,
34,mlbda1,lrc3,,il5,model1,mogpl1,,
35,mlbda4,lrc2,,il2,mapsi3,mogpl2,,
36,mlbda4,lrc1,,bima1,il1,mapsi2,,
37,mlbda4,lrc4,,il2,mapsi5,mogpl1,,
38,mlbda4,lrc2,,il3,mapsi1,mogpl3,,
39,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
40,,,,mapsi5,mogpl1,,,
