num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi3,,,il1,lrc4,mogpl4,,
2,mapsi1,bima1,,,,,,
3,mapsi1,bima1,,il3,model1,mogpl1,,
4,mapsi4,bima1,,complex2,il4,mogpl1,,
5,bima1,,,complex1,model1,mogpl1,,
6,mapsi2,bima1,,complex1,lrc2,model1,,
7,mapsi4,bima1,,il4,model1,mogpl1,,
8,mapsi4,bima1,,il1,model1,mogpl1,,
9,mapsi4,bima1,,complex2,il4,model1,,
10,mapsi1,bima1,,il4,model1,mogpl1,,
11,mapsi1,bima1,,il4,model1,mogpl1,,
12,mapsi4,bima1,,complex2,il4,mogpl1,,
13,mapsi2,bima1,,il2,lrc4,mogpl4,,
14,mapsi4,bima1,,complex2,il4,model1,,
15,,,,il4,mogpl2,,,
