num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,vlsi11,archi14,,ares1,noyau1,signal2,,
2,archi11,,,signal2,,,,
3,vlsi12,archi13,,esa1,mobj1,signal1,,
4,vlsi11,archi13,,pr1,signal2,,,
5,vlsi12,archi13,,esa2,mobj2,signal1,,
6,vlsi12,archi12,,ares2,mobj2,signal1,,
7,vlsi11,archi13,,ares1,esa2,signal2,,
8,vlsi12,archi11,,esa1,mobj1,noyau3,,
9,vlsi11,archi13,,ares1,noyau1,,,
10,archi13,,,esa1,signal1,,,
11,,,,mobj2,signal1,,,
12,vlsi11,archi13,,ares1,esa2,signal2,,
13,vlsi12,archi13,,esa2,mobj2,signal1,,
14,vlsi12,archi13,,esa1,mobj1,signal1,,
15,vlsi11,archi12,,esa1,,,,
16,vlsi11,archi13,,noyau2,pr1,signal2,,
17,vlsi11,archi14,,noyau1,pr1,signal2,,
18,vlsi11,archi14,,ares1,mobj2,,,
19,vlsi11,archi12,,esa1,,,,
20,vlsi12,archi13,,esa2,mobj2,signal1,,
21,vlsi12,archi12,,esa1,noyau3,signal1,,
22,,,,esa1,mobj1,,,
23,vlsi11,,,ares1,esa2,noyau3,,
24,archi12,,,ares1,,,,
25,vlsi11,archi14,,mobj1,pr1,signal2,,
26,vlsi11,archi13,,ares1,esa2,pr4,,
27,vlsi11,archi14,,ares1,mobj1,noyau3,,
28,archi14,,,mobj2,signal1,,,
29,vlsi12,archi11,,ares2,esa2,mobj2,,
30,vlsi12,archi12,,esa1,noyau3,signal1,,
31,vlsi12,archi11,,ares2,esa2,signal2,,
32,vlsi11,archi13,,esa1,mobj1,,,
33,vlsi11,archi13,,esa2,mobj2,pr1,,
34,vlsi12,archi13,,esa1,mobj1,signal1,,
35,vlsi11,archi14,,ares1,mobj2,noyau2,,
36,vlsi12,archi11,,ares2,esa2,signal2,,
37,vlsi12,archi13,,esa2,mobj2,signal1,,
38,vlsi12,archi11,,ares2,esa2,pr4,,
39,vlsi11,,,noyau2,pr4,,,
40,vlsi12,archi13,,esa1,noyau1,signal1,,
41,vlsi12,archi11,,ares2,esa2,signal2,,
42,vlsi12,archi13,,esa1,mobj1,signal1,,
43,vlsi12,archi11,,,,,,
44,vlsi12,archi14,,ares2,mobj1,signal2,,
45,archi12,,,pr3,,,,
46,vlsi12,archi13,,esa1,mobj1,signal1,,
47,vlsi12,archi11,,esa1,mobj1,noyau3,,
48,,,,ares2,mobj2,noyau1,,
49,vlsi11,archi13,,esa1,,,,
50,,,,ares3,esa2,signal1,,
