num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mogpl4,lrc1,,bima1,complex1,mapsi1,,
2,mogpl1,,,bima1,complex1,mapsi2,,
3,mogpl1,lrc4,,bima1,mapsi1,mlbda2,,
4,mogpl3,lrc2,,aagb1,complex1,mapsi2,,
5,mogpl1,,,bimaX,complex2,il3,,
6,mogpl1,lrc4,,bimaX,mapsi1,mlbda2,,
7,mogpl4,lrc1,,bima1,complex1,mapsi1,,
8,mogpl2,,,mapsi2,,,,
9,mogpl4,lrc2,,bima1,complex1,mapsi1,,
10,mogpl4,lrc2,,aagb1,il3,mapsi5,,
11,mogpl2,lrc2,,complex1,mapsi1,mlbda4,,
12,mogpl4,lrc2,,bima1,complex1,mlbda1,,
13,mogpl3,lrc2,,complex1,mapsi1,mlbda4,,
14,mogpl3,lrc2,,complex1,mapsi4,mlbda1,,
15,mogpl3,lrc2,,complex1,mapsi4,mlbda1,,
16,mogpl4,lrc1,,complex1,mapsi5,mlbda1,,
17,mogpl2,lrc3,,,,,,
18,mogpl1,lrc4,,il1,mapsi5,mlbda4,,
19,mogpl4,lrc2,,complex1,mapsi4,mlbda1,,
20,mogpl2,lrc3,,,,,,
21,mogpl4,lrc4,,bima1,il1,mapsi2,,
22,mogpl4,lrc1,,aagb1,il3,mapsi5,,
23,mogpl1,lrc4,,mapsi1,mlbda2,,,
24,mogpl3,lrc2,,complex1,mapsi4,mlbda1,,
25,mogpl2,lrc1,,complex2,mapsi4,mlbda2,,
26,mogpl1,lrc4,,il1,mapsi5,mlbda4,,
27,mogpl4,lrc1,,bima1,il1,mlbda3,,
28,mogpl1,lrc4,,il3,mapsi5,mlbda1,,
29,mogpl3,lrc1,,complex1,mapsi3,mlbda1,,
30,mogpl1,,,mapsi3,,,,
31,lrc2,,,bima1,mapsi1,,,
32,mogpl3,lrc2,,complex1,mapsi4,mlbda1,,
33,mogpl2,lrc1,,bimaX,complex1,mapsi4,,
34,mogpl3,lrc2,,bimaX,complex1,mapsi4,,
35,mogpl1,lrc3,,aagb1,complex2,il5,,
36,mogpl3,lrc2,,bimaX,il1,mlbda3,,
37,lrc3,,,mlbda2,,,,
38,mogpl4,lrc2,,bima1,complex1,mapsi4,,
39,mogpl2,lrc1,,il1,mapsi3,mlbda3,,
40,mogpl2,lrc1,,aagb1,complex1,mapsi2,,
41,mogpl2,lrc1,,mapsi4,mlbda2,,,
42,mogpl1,,,aagb1,il3,mapsi5,,
43,lrc1,,,bima1,complex2,,,
44,mogpl3,lrc1,,complex2,mapsi4,mlbda2,,
45,mogpl1,lrc4,,il1,mapsi5,mlbda4,,
