num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi1,bima1,,il4,model1,mogpl1,,
2,mapsi4,bima1,,complex2,il4,model1,,
3,mapsi1,bima1,,il3,lrc4,mogpl4,,
4,mapsi2,bima1,,complex1,lrc2,mogpl4,,
5,mapsi4,bima1,,complex2,il4,mogpl1,,
6,mapsi1,bima1,,algav3,lrc2,mogpl4,,
7,mapsi2,bima1,,complex1,lrc2,model1,,
8,mapsi4,bima1,,complex2,il4,mogpl1,,
9,mapsi1,bima1,,il3,lrc4,mogpl4,,
10,mapsi4,,,il1,lrc1,mogpl3,,
11,mapsi1,bima1,,complex1,lrc2,model1,,
12,mapsi2,bima1,,complex1,lrc2,mogpl4,,
13,mapsi1,bima1,,algav2,lrc2,mogpl4,,
14,mapsi4,bima1,,complex2,il4,model1,,
15,mapsi4,bima1,,il1,lrc2,model1,,
