num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mogpl4,lrc2,,il3,mapsi5,mlbda1,,
2,mogpl2,lrc2,,aagb1,complex1,mapsi3,,
3,lrc4,,,mlbda4,,,,
4,mogpl3,lrc2,,complex2,mapsi4,mlbda2,,
5,mogpl1,lrc4,,aagb1,il5,mapsi4,,
6,mogpl4,lrc2,,il1,mapsi5,mlbda3,,
7,mogpl4,lrc2,,bima1,complex1,mlbda1,,
8,mogpl2,lrc4,,il1,mapsi2,mlbda4,,
9,mogpl1,lrc4,,aagb1,bima1,mapsi4,,
10,mogpl1,lrc4,,bima1,,,,
11,mogpl1,lrc4,,bima1,il2,mlbda4,,
12,mogpl4,lrc2,,complex1,mapsi5,mlbda1,,
13,mogpl3,lrc2,,il1,mapsi2,mlbda4,,
14,mogpl4,lrc1,,bima1,complex1,mlbda1,,
15,mogpl2,lrc3,,complex2,il3,,,
16,mogpl4,lrc2,,bima1,complex1,mapsi1,,
17,mogpl4,lrc1,,bima1,complex1,mapsi1,,
18,mogpl2,lrc2,,aagb1,complex2,il3,,
19,mogpl4,lrc2,,bima1,complex1,mapsi2,,
20,mogpl3,lrc3,,aagb1,complex1,,,
21,mogpl3,lrc2,,complex2,mapsi4,mlbda2,,
22,mogpl2,lrc4,,il1,mapsi2,mlbda4,,
23,mogpl2,lrc2,,complex1,mapsi3,mlbda1,,
24,mogpl3,lrc1,,il2,mapsi3,mlbda4,,
25,mogpl1,lrc4,,bima1,mapsi2,mlbda2,,
26,mogpl2,lrc2,,complex1,mapsi3,mlbda1,,
27,mogpl2,lrc4,,il2,mapsi4,mlbda4,,
28,mogpl1,,,complex2,mapsi5,mlbda2,,
29,mogpl3,lrc1,,complex1,mapsi4,mlbda1,,
30,mogpl3,lrc2,,complex1,mapsi1,mlbda4,,
31,mogpl2,lrc4,,aagb1,mapsi2,,,
32,mogpl3,lrc1,,complex2,mapsi3,mlbda2,,
33,lrc2,,,bima1,complex2,il3,,
34,mogpl3,lrc2,,complex2,mapsi4,mlbda2,,
35,,,,bima1,complex1,mapsi4,,
36,mogpl2,,,complex2,mapsi2,mlbda2,,
37,mogpl1,lrc4,,aagb1,bima1,mapsi2,,
38,mogpl2,lrc1,,il1,mapsi3,mlbda3,,
39,mogpl3,,,complex2,il4,,,
40,mogpl4,lrc1,,bima1,mapsi1,mlbda2,,
41,,,,il4,mapsi5,mlbda3,,
42,mogpl3,lrc2,,il3,mapsi1,mlbda4,,
43,mogpl2,,,mapsi1,mlbda2,,,
44,mogpl2,lrc2,,il1,mapsi3,mlbda3,,
45,mogpl3,lrc2,,il3,mapsi1,mlbda4,,
