num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,dlp2,algav3,,il2,mlbda4,noyau2,,
2,dlp2,algav3,,il2,lrc3,pr3,,
3,dlp1,algav1,,il1,lrc4,mlbda4,,
4,dlp2,algav3,,il2,lrc3,pr3,,
5,dlp3,algav2,,lrc3,mlbda2,noyau4,,
6,dlp1,algav2,,il1,mogpl4,noyau3,,
7,dlp1,algav2,,lrcX,mogplX,pr1,,
8,dlp2,algav2,,lrc1,mlbda2,mogpl4,,
9,dlp2,algav2,,il1,lrc3,mogpl4,,
10,algav1,,,mlbda2,,,,
11,dlp2,algav3,,lrc3,mlbda4,pr1,,
12,algav1,,,mogpl3,,,,
13,dlp2,algav3,,lrc3,mlbda4,pr1,,
14,dlp2,algav1,,complex1,mlbda4,mogpl1,,
15,dlp1,algav1,,il1,mogpl4,pr2,,
16,dlp2,algav2,,il4,mlbda1,pr4,,
17,dlp2,algav1,,complex1,mlbda1,pr4,,
18,dlp1,algav2,,il1,mogpl4,pr2,,
19,dlp3,algav2,,lrc3,noyau4,pr1,,
20,dlp2,algav3,,il2,lrc3,pr4,,
21,dlp3,algav3,,il1,lrc3,noyau4,,
22,dlp1,algav3,,mlbda2,pr4,,,
23,dlp1,algav2,,lrc3,mlbda2,pr3,,
24,dlp3,algav3,,il2,lrc3,noyau4,,
25,dlp1,algav2,,lrc3,pr1,,,
26,dlp3,algav2,,archi14,il4,noyau2,,
27,dlp1,algav1,,lrc4,mlbda2,pr4,,
28,,,,il5,lrc3,,,
29,dlp1,algav2,,il1,lrc3,pr3,,
30,dlp1,algav1,,il1,lrc1,mlbda3,,
31,dlp3,algav1,,il5,lrc1,mlbda1,,
32,dlp1,algav2,,lrc3,mlbda1,pr4,,
33,dlp3,algav3,,il2,lrc3,noyau4,,
34,dlp3,algav3,,il1,lrc3,noyau4,,
35,dlp3,algav1,,il5,lrc1,mlbda1,,
36,dlp1,,,mlbda3,noyau2,pr3,,
37,dlp1,algav2,,il1,lrc3,mogpl1,,
38,dlp3,algav1,,il5,lrc1,mlbda3,,
39,dlp1,algav1,,complex1,lrc2,mlbda1,,
40,dlp3,algav2,,archi14,il2,pr2,,
41,dlp3,algav1,,,,,,
42,,,,lrc3,mlbda2,noyau4,,
43,dlp2,algav2,,mlbda4,noyau1,pr1,,
44,dlp1,algav2,,il1,lrc3,pr4,,
45,dlp1,algav3,,lrc3,mlbda1,pr4,,
46,dlp1,algav3,,mlbda1,mogpl4,noyau1,,
47,dlp3,algav3,,lrc3,noyau4,pr1,,
48,dlp3,algav2,,mlbda1,noyau4,pr1,,
49,dlp1,algav3,,il2,lrc3,mogpl1,,
50,dlp1,algav1,,il2,lrc4,mogpl4,,
51,dlp2,algav3,,il2,lrc3,mogpl1,,
52,dlp1,algav3,,il1,lrc3,pr3,,
53,dlp3,algav1,,mlbda1,noyau4,pr1,,
54,dlp1,algav3,,lrc3,mlbda2,pr3,,
55,dlp1,algav3,,il2,lrc3,pr4,,
