num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,archi12,,,ares1,signal1,,,
2,vlsi11,archi12,,,,,,
3,vlsi12,archi14,,ares2,mobj2,signal1,,
4,vlsi11,archi14,,noyau1,pr2,signal2,,
5,vlsi12,archi11,,ares2,esa2,signal2,,
6,,,,esa2,mobj2,,,
7,vlsi12,archi11,,ares2,esa2,mobj2,,
8,,,,ares1,pr2,signal1,,
9,vlsi12,archi11,,ares3,esa2,noyau3,,
10,vlsi12,,,esa2,mobj2,signal1,,
11,vlsi12,archi14,,mobj2,noyau3,signal1,,
12,vlsi12,archi13,,esa2,mobj2,signal1,,
13,vlsi12,archi12,,esa1,noyau3,signal1,,
14,archi12,,,ares1,pr2,signal1,,
15,vlsi12,archi12,,esa1,noyau3,signal1,,
16,vlsi12,,,esa1,mobj1,signal1,,
17,vlsi12,archi14,,mobj1,noyau3,signal1,,
18,vlsi12,archi11,,ares3,esa2,noyau3,,
19,vlsi12,archi11,,ares2,esa2,signal2,,
20,vlsi12,archi11,,esa2,mobj2,noyau3,,
21,vlsi12,archi11,,esa2,mobj2,noyau3,,
22,vlsi12,archi11,,ares2,esa2,mobj2,,
23,vlsi12,archi13,,esa1,mobj1,signal1,,
24,vlsi12,archi11,,mobj2,pr4,,,
25,vlsi12,archi11,,esa1,mobj1,pr3,,
26,archi11,,,ares1,mobj2,noyau2,,
27,vlsi12,archi14,,mobj1,pr2,signal2,,
28,vlsi12,archi13,,esa1,noyau2,signal1,,
29,vlsi12,archi13,,esa1,mobj1,signal1,,
30,vlsi12,archi13,,esa2,signal2,,,
31,vlsi11,archi14,,ares1,mobj2,noyau2,,
32,vlsi11,archi12,,signal2,,,,
33,,,,ares1,mobj1,pr4,,
34,vlsi11,archi14,,noyau2,pr1,signal2,,
35,vlsi12,archi11,,esa1,mobj1,noyau3,,
36,vlsi12,,,esa2,mobj2,signal1,,
37,vlsi12,archi14,,mobj1,pr2,signal2,,
38,,,,mobj1,pr2,,,
39,vlsi12,archi11,,esa1,noyau1,pr3,,
40,vlsi12,archi11,,ares2,esa2,mobj2,,
41,vlsi11,archi14,,ares1,mobj1,noyau3,,
42,,,,ares1,mobj1,,,
43,archi14,,,mobj2,noyau2,signal1,,
44,vlsi11,archi14,,noyau2,pr2,signal2,,
45,vlsi12,archi11,,esa1,mobj1,pr3,,
46,vlsi11,archi14,,ares1,mobj1,noyau3,,
47,vlsi12,archi11,,esa1,mobj1,pr3,,
48,vlsi12,archi12,,ares2,signal1,,,
49,vlsi11,archi13,,mobj2,,,,
50,vlsi12,archi11,,esa1,mobj1,pr3,,
