num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,vlsi11,archi13,,esa2,pr1,signal2,,
2,vlsi11,archi13,,esa2,mobj2,pr3,,
3,vlsi12,archi11,,esa2,mobj2,noyau3,,
4,vlsi11,archi13,,esa2,signal2,,,
5,vlsi11,,,ares1,signal2,,,
6,vlsi12,archi11,,ares3,esa2,noyau3,,
7,vlsi12,archi11,,ares2,esa2,signal2,,
8,vlsi12,archi12,,mobj2,pr2,signal1,,
9,vlsi11,archi13,,esa1,,,,
10,vlsi11,archi12,,,,,,
11,vlsi12,archi13,,esa1,noyau2,signal1,,
12,,,,ares1,pr2,signal1,,
13,vlsi12,archi14,,mobj2,pr2,signal1,,
14,vlsi12,archi11,,esa2,noyau3,pr4,,
15,vlsi11,archi12,,esa1,,,,
16,vlsi12,archi13,,esa1,noyau1,signal1,,
17,vlsi11,archi13,,esa2,pr1,signal2,,
18,archi12,,,pr1,signal1,,,
19,vlsi11,archi13,,mobj2,noyau2,pr3,,
20,,,,mobj1,signal1,,,
21,vlsi11,archi14,,ares3,noyau1,pr1,,
22,vlsi11,archi13,,esa1,noyau1,pr1,,
23,vlsi11,archi14,,ares1,mobj2,noyau2,,
24,vlsi12,archi13,,mobj2,noyau2,signal1,,
25,vlsi11,archi12,,,,,,
26,vlsi12,archi12,,esa1,pr2,signal1,,
27,vlsi12,archi13,,esa2,mobj2,signal1,,
28,vlsi12,archi13,,esa2,mobj2,signal1,,
29,vlsi11,archi12,,,,,,
30,vlsi12,archi14,,mobj1,noyau3,signal1,,
31,vlsi11,archi14,,mobj1,noyau3,signal2,,
32,vlsi12,archi14,,mobj1,noyau3,signal1,,
33,vlsi11,archi14,,mobj2,noyau2,,,
34,,,,ares1,esa2,mobj2,,
35,vlsi12,archi13,,esa1,mobj1,signal1,,
36,vlsi12,archi13,,esa1,mobj1,signal1,,
37,vlsi12,archi11,,esa2,noyau3,signal2,,
38,vlsi11,archi12,,,,,,
39,vlsi11,archi14,,ares2,mobj1,signal2,,
40,vlsi11,archi13,,ares1,mobj1,signal2,,
41,vlsi12,archi12,,esa1,noyau3,signal1,,
42,vlsi11,archi13,,esa1,mobj1,,,
43,vlsi12,archi13,,ares3,esa2,signal1,,
44,vlsi12,archi11,,esa1,mobj1,pr3,,
45,vlsi11,archi14,,ares1,mobj1,signal2,,
46,vlsi12,archi13,,esa1,noyau1,signal1,,
47,vlsi11,archi12,,mobj2,noyau3,pr3,,
48,vlsi12,archi12,,esa1,noyau3,signal1,,
49,vlsi12,archi13,,esa1,mobj1,signal1,,
50,vlsi11,,,esa2,signal2,,,
