num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi2,bima1,,complex1,lrc1,model1,,
2,mapsi1,bima1,,lrc1,model1,mogplX,,
3,mapsi2,bima1,,complex2,lrc1,,,
4,mapsi1,bima1,,il4,model1,mogpl1,,
5,mapsi4,bima1,,complex2,il4,mogpl1,,
6,mapsi2,bima1,,complex2,il4,mogpl1,,
7,mapsi1,bima1,,il3,lrc2,model1,,
8,mapsi4,bima1,,complex2,il4,mogpl1,,
9,mapsi4,bima1,,complex2,il4,,,
10,bima1,,,lrc4,mogpl4,,,
11,mapsi2,bima1,,il1,lrc2,model1,,
12,mapsi1,bima1,,il3,lrc1,mogpl4,,
13,mapsi4,bima1,,il1,model1,mogpl1,,
14,mapsi1,bima1,,algav2,il4,lrcX,,
15,mapsi4,bima1,,complex2,il4,mogpl1,,
