num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,rtel1,ares3,,archi13,mogpl4,pr1,,
2,rtel2,ares3,,archi12,pr2,signal1,,
3,rtel2,ares2,,archi11,complexX,signal2,,
4,rtel2,ares2,,archi11,mogpl4,noyau2,,
5,rtel2,ares2,,mogpl3,noyau1,pr4,,
6,rtel2,ares3,,archi12,pr2,signal1,,
7,rtel1,ares2,,noyau4,pr1,signal2,,
8,rtel1,ares1,,mogpl2,noyau1,signal2,,
9,rtel2,ares3,,archi12,pr2,signal1,,
10,rtel1,ares1,,noyau4,pr2,signal2,,
11,rtel2,ares3,,mogpl2,pr2,signal1,,
12,rtel1,ares1,,archi12,pr2,signal2,,
13,,,,noyau1,,,,
14,rtel1,ares2,,mogpl4,noyau4,pr1,,
15,rtel1,ares2,,mogpl2,pr1,signal2,,
16,rtel2,ares3,,archi14,mogpl1,signal1,,
17,rtel1,ares1,,mogpl3,pr2,signal2,,
18,rtel1,ares2,,archi14,noyau1,pr1,,
19,,,,pr2,,,,
20,rtel2,ares3,,archi11,mogpl4,pr2,,
21,rtel1,ares2,,archi14,complex1,noyau2,,
22,rtel1,ares1,,mogpl2,pr2,signal2,,
23,ares1,,,,,,,
24,rtel1,ares1,,mogpl2,pr2,signal2,,
25,rtel2,ares3,,archi12,mogpl4,noyau3,,
26,rtel1,ares1,,archi14,pr2,signal2,,
27,rtel2,ares2,,signal1,,,,
28,rtel2,ares2,,archi11,noyau1,pr3,,
29,rtel1,ares1,,noyau4,pr2,signal2,,
30,rtel1,ares3,,archi12,mogpl4,pr1,,
31,rtel2,ares3,,archi12,mogpl4,noyau3,,
32,rtel1,ares1,,mogpl2,pr2,signal2,,
33,rtel2,ares2,,archi11,noyau1,pr3,,
34,rtel1,ares1,,mogpl2,pr2,signal2,,
35,rtel2,ares2,,archi11,noyau2,signal2,,
36,rtel2,ares3,,mogpl2,pr2,signal1,,
37,rtel2,ares2,,archi11,noyau2,signal2,,
38,,,,archi11,noyau2,pr2,,
39,rtel2,ares3,,archi12,mogpl1,signal1,,
40,rtel1,ares2,,archi14,pr1,signal2,,
41,rtel1,ares1,,noyau1,pr2,signal2,,
42,rtel1,ares2,,archi12,complex1,pr4,,
43,rtel1,ares3,,mogpl3,noyau3,pr1,,
44,rtel2,ares3,,archi13,noyau1,signal1,,
45,rtel1,ares3,,mogpl4,noyau4,pr1,,
46,rtel2,ares3,,archi14,noyau3,signal1,,
47,rtel2,ares3,,mogpl2,noyau3,signal1,,
48,rtel1,ares1,,noyau4,pr2,signal2,,
49,rtel2,ares3,,mogpl2,pr2,signal1,,
50,rtel2,ares3,,mogpl2,noyau2,signal1,,
