num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,archi11,complex2,mapsi5,noyau3,
2,,,,ares2,complex1,noyau4,pr4,
3,model1,,,archi11,ares1,complex2,noyau2,
4,model1,,,ares2,complex1,dlp2,noyau2,
5,,,,archi13,complex2,mapsi5,pr1,
6,model1,,,complex1,dlp2,noyau2,pr3,
7,model1,,,complex1,dlp3,pr2,,
8,model1,,,ares1,complex2,mapsi4,noyau4,
9,model1,,,ares2,complex2,noyau4,pr1,
10,model1,,,archi12,ares2,complex1,dlp3,
11,model1,,,complex1,dlp2,pr2,,
12,model1,,,archi13,complex2,mapsi5,pr1,
13,model1,,,complex2,mapsi5,pr1,,
14,model1,,,ares2,complex1,noyau4,pr3,
15,model1,,,ares1,complex2,dlp2,pr2,
16,model1,,,archi13,complex1,mapsi5,pr3,
17,model1,,,ares1,complex2,mapsi5,,
18,model1,,,archi11,complex1,mapsi5,mlbda1,
19,model1,,,ares1,mapsi4,noyau4,pr2,
20,model1,,,archi12,ares1,dlp3,noyau3,
21,model1,,,complex1,mapsi5,noyau3,pr3,
22,model1,,,complex2,dlp2,noyau2,pr1,
23,model1,,,archi11,complex1,mapsi1,noyau3,
24,model1,,,archi12,ares2,complex1,dlp3,
25,model1,,,archi11,ares1,complex2,noyau3,
