num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,lrc3,,,il1,,,,
2,mlbda3,lrc1,,bima1,il2,mogpl4,,
3,mlbda2,lrc3,,,,,,
4,mlbda1,lrc2,,il5,mapsi3,model1,,
5,mlbda3,lrc2,,il5,mapsi1,,,
6,mlbda4,lrc4,,bima1,il1,mogpl1,,
7,mlbda4,lrc2,,il1,mapsi4,mogpl3,,
8,mlbda4,lrc4,,bima1,il1,mapsi2,,
9,mlbda3,lrc1,,il3,mapsi1,mogpl2,,
10,mlbda2,lrc2,,mapsi4,model1,mogpl2,,
11,mlbda4,lrc4,,bima1,il2,mogpl1,,
12,mlbda4,lrc4,,il3,mapsi1,mogpl3,,
13,mlbda1,lrc1,,il3,mapsi5,mogpl4,,
14,,,,il4,mogpl1,,,
15,mlbda1,lrc4,,bima1,il3,mogpl4,,
16,mlbda4,lrc1,,bima1,il3,mapsi1,,
17,mlbda3,lrc1,,il1,mapsi2,mogpl3,,
18,mlbda1,lrc3,,il3,mogpl1,,,
19,mlbda1,lrc1,,il3,mapsi5,model1,,
20,mlbda4,lrc1,,bima1,il3,mapsi1,,
21,lrc1,,,il1,mapsi5,model1,,
22,mlbda4,lrc1,,complexX,il5,mapsi1,,
23,mlbda3,lrc2,,il2,mapsi3,mogpl2,,
24,mlbda1,lrc1,,il3,mapsi5,model1,,
25,mlbda4,lrc1,,il1,mapsi2,mogpl2,,
26,mlbda1,lrc4,,bima1,il3,mogpl1,,
27,mlbda1,lrc1,,complex1,mapsi4,mogpl2,,
28,mlbda3,lrc1,,il1,mapsi4,mogpl2,,
29,mlbda3,lrc1,,il2,mapsi4,mogpl3,,
30,mlbda2,lrc2,,mapsi2,model1,mogpl2,,
31,mlbda3,lrc1,,il3,mapsi1,mogpl3,,
32,mlbda2,,,complex2,mapsi5,model1,,
33,mlbda4,lrc1,,il3,mapsi1,mogpl2,,
34,mlbda4,lrc2,,complex1,mapsi2,mogpl3,,
35,mlbda4,lrc4,,il1,mapsi3,mogpl3,,
36,mlbda3,,,il4,mapsi2,mogpl3,,
37,mlbda1,lrc3,,,,,,
38,mlbda1,lrc1,,il3,mapsi5,model1,,
39,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
40,mlbda2,lrc1,,,,,,
