num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,rtel2,ares3,,mogpl3,noyau2,signal1,,
2,rtel2,ares2,,mogpl3,noyau2,signal2,,
3,rtel2,ares3,,archi12,noyau3,signal1,,
4,rtel2,,,pr2,signal1,,,
5,rtel1,ares1,,noyau4,pr2,signal2,,
6,rtel1,ares1,,archi14,mogpl1,signal2,,
7,rtel1,ares2,,complex1,noyau4,signalX,,
8,rtel1,ares3,,mogpl3,noyau1,pr4,,
9,rtel1,ares3,,mogpl2,noyau1,pr1,,
10,rtel1,ares3,,mogpl2,noyau2,pr1,,
11,rtel2,ares3,,archi13,mogpl4,noyau2,,
12,rtel2,ares3,,archi12,noyau3,signal1,,
13,rtel2,ares3,,archi12,mogpl1,signal1,,
14,rtel2,ares3,,archi14,mogpl1,signal1,,
15,rtel1,ares3,,archi12,mogpl4,pr1,,
16,rtel1,ares3,,mogpl3,noyau2,pr4,,
17,rtel2,ares3,,archi13,mogpl4,noyau1,,
18,rtel1,ares3,,mogpl2,noyau2,pr4,,
19,rtel1,ares1,,noyau4,pr2,signal2,,
20,rtel2,ares2,,archi11,noyau2,signal2,,
21,rtel2,ares2,,archi14,noyau2,signal2,,
22,rtel1,ares2,,mogpl3,noyau2,pr4,,
23,rtel1,ares2,,archi14,complex1,noyau2,,
24,rtel1,ares2,,complex1,pr4,signalX,,
25,rtel1,ares1,,mogpl3,pr2,signal2,,
26,,,,archi12,complex1,noyau3,,
27,rtel1,ares2,,complex1,,,,
28,rtel1,ares2,,complex1,pr4,signalX,,
29,ares1,,,archi12,mogpl1,,,
30,rtel2,ares2,,mogpl3,noyau1,signal2,,
31,rtel2,ares2,,archi12,mogpl1,signal1,,
32,rtel1,ares1,,mogpl2,pr2,signal2,,
33,rtel1,ares2,,archi12,mogpl4,pr1,,
34,rtel1,ares3,,mogpl3,noyau3,pr4,,
35,rtel1,ares3,,archi14,noyau2,pr1,,
36,rtel1,ares1,,archi13,noyau2,signal2,,
37,,,,noyau2,signal1,,,
38,rtel1,ares2,,,,,,
39,,,,signal1,,,,
40,rtel2,ares3,,archi13,mogpl4,noyau1,,
41,rtel2,ares3,,archi14,pr2,signal1,,
42,rtel2,ares3,,archi12,noyau3,signal1,,
43,rtel1,ares1,,noyau2,pr2,signal2,,
44,rtel1,ares3,,mogpl2,noyau1,pr2,,
45,,,,noyau4,pr2,,,
46,rtel1,ares1,,noyau2,pr2,signal2,,
47,rtel2,ares3,,archi11,noyau3,pr4,,
48,rtel1,ares3,,mogpl4,noyau4,pr2,,
49,rtel1,ares1,,archi14,pr2,signal2,,
50,rtel1,ares1,,archi13,complexX,signal2,,
