num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,pr1,noyau1,,archi14,ares2,dlp3,,
2,pr4,noyau1,,dlp1,il4,mlbda3,,
3,pr4,noyau1,,ares3,dlp1,il4,,
4,pr4,noyau4,,algav1,il4,mlbda3,,
5,pr2,noyau1,,ares3,dlp3,il5,,
6,,,,algav3,archi13,il2,,
7,,,,algav2,archi13,,,
8,pr1,noyau1,,algav3,archi13,dlp3,,
9,,,,ares1,mlbda4,,,
10,pr2,noyau2,,archi14,dlp3,il2,,
11,noyau1,,,ares1,,,,
12,,,,ares1,,,,
13,,,,algav3,il1,,,
14,pr3,noyau2,,archi11,ares3,il4,,
15,pr3,noyau1,,ares1,dlp2,mlbda3,,
16,pr3,noyau2,,algav3,ares2,il5,,
17,pr1,noyau1,,archi13,ares3,dlp3,,
18,pr4,noyau1,,ares1,dlp2,mlbda3,,
19,pr3,noyau3,,algav2,ares1,dlp2,,
20,pr3,noyau1,,dlp2,il4,mlbda3,,
21,pr1,noyau2,,archi14,dlp3,mlbda3,,
22,pr1,noyau2,,archi11,ares3,mlbda4,,
23,pr3,noyau2,,archi14,ares3,mlbda2,,
24,pr3,noyau1,,ares1,dlp1,mlbda3,,
25,,,,archi14,dlp3,mlbda3,,
26,pr3,noyau1,,algav2,archi13,il1,,
27,pr1,noyau1,,algav3,ares2,dlp3,,
28,pr1,noyau4,,algav1,dlp3,mlbda3,,
29,pr4,noyau1,,ares3,dlp1,il4,,
30,pr3,noyau1,,dlp2,il1,mlbda3,,
31,pr4,noyau1,,archi11,ares1,mlbda3,,
32,pr2,noyau1,,ares3,dlp3,il5,,
33,pr1,noyau3,,archi11,,,,
34,pr2,noyau1,,archi14,dlp3,il1,,
35,pr3,noyau3,,algav3,archi12,il2,,
