num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,complex1,dlp3,mapsi1,pr2,
2,model1,,,ares1,mapsi5,noyau3,pr3,
3,model1,,,ares1,dlp3,mapsi5,noyau3,
4,model1,,,archi11,mapsi5,noyau3,pr3,
5,model1,,,dlp3,mapsi1,noyau4,pr1,
6,model1,,,archi12,complex1,noyau3,pr3,
7,model1,,,complex1,mapsi1,noyau4,pr3,
8,model1,,,ares1,complex2,noyau4,pr2,
9,model1,,,ares1,complex2,dlp1,noyau2,
10,,,,ares2,complex1,pr3,,
11,model1,,,ares1,complex2,mapsi2,noyau4,
12,model1,,,ares2,complex1,mapsi5,pr3,
13,model1,,,archi12,ares2,dlp3,pr1,
14,model1,,,ares1,complex2,mapsi5,noyau3,
15,model1,,,archi11,complex2,noyau2,pr1,
16,model1,,,archi13,dlp3,mapsi5,pr1,
17,model1,,,ares2,complex1,mapsi2,noyau4,
18,model1,,,complex2,dlp1,pr2,,
19,model1,,,archi11,ares1,mapsi5,noyau3,
20,model1,,,ares1,complex2,dlp1,noyau3,
21,model1,,,ares1,complex2,noyau4,pr2,
22,model1,,,ares2,complex1,pr3,,
23,model1,,,complex1,dlp3,mapsi5,pr2,
24,model1,,,ares1,mapsi3,noyau4,pr2,
25,,,,complex2,dlp1,noyau1,,
