num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mlbda4,lrc1,,il1,mapsi4,mogpl2,,
2,mlbda1,lrc1,,il5,mapsi3,mogpl4,,
3,,,,mapsi1,model1,mogpl3,,
4,mlbda2,lrc1,,mapsi5,,,,
5,mlbda4,lrc1,,bima1,il1,mapsi4,,
6,mlbda1,lrc1,,bima1,il3,mogpl4,,
7,mlbda1,lrc1,,il3,mapsi5,mogpl4,,
8,mlbda1,lrc3,,il3,model1,mogpl2,,
9,,,,il5,model1,,,
10,mlbda1,lrc3,,il3,model1,mogpl3,,
11,mlbda1,lrc1,,il5,mapsi2,model1,,
12,mlbda1,lrc1,,il3,mapsi5,model1,,
13,mlbda1,lrc3,,il3,model1,mogpl2,,
14,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
15,mlbda1,lrc3,,il5,model1,mogpl1,,
16,mlbda4,lrc3,,il3,mogpl2,,,
17,mlbda2,lrc3,,complex2,model1,mogpl2,,
18,mlbda1,lrc3,,il5,model1,mogpl1,,
19,mlbda1,lrc1,,il5,mapsi4,mogpl4,,
20,mlbda2,lrc1,,complex2,mapsi5,model1,,
21,mlbda4,lrc1,,il1,mapsi4,mogpl2,,
22,mlbda4,lrc1,,complex1,mapsi2,mogpl3,,
23,mlbda1,lrc1,,il3,mapsi5,mogpl4,,
24,mlbda1,lrc1,,il3,mapsi5,mogpl4,,
25,mlbda2,lrc1,,mapsi1,model1,mogpl2,,
26,,,,complex2,il4,,,
27,mlbda3,,,il1,mapsi3,mogpl2,,
28,mlbda1,lrc1,,il5,mapsi4,model1,,
29,mlbda4,lrc4,,il2,mapsi4,mogpl1,,
30,mlbda3,lrc2,,il5,mapsi2,mogpl4,,
31,mlbda1,lrc3,,il3,model1,mogpl2,,
32,mlbda2,,,mapsi1,model1,mogpl2,,
33,mlbda1,lrc1,,il3,mapsi5,model1,,
34,mlbda3,lrc1,,il2,mapsi4,mogpl3,,
35,mlbda4,lrc4,,il5,mapsi1,mogpl1,,
36,mlbda4,lrc4,,il1,mapsi5,mogpl1,,
37,lrc4,,,il5,mapsi4,mogpl1,,
38,mlbda4,lrc1,,bima1,il2,mapsi4,,
39,mlbda4,lrc1,,il2,mapsi4,mogpl2,,
40,mlbda3,lrc1,,il5,mapsi2,mogpl4,,
