num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mogpl4,lrc2,,bima1,il3,mapsi1,,
2,mogpl2,lrc2,,aagbX,il3,mlbda4,,
3,mogpl4,lrc2,,complex1,mapsi5,mlbda1,,
4,mogpl2,lrc2,,complex1,mapsi1,mlbda4,,
5,mogpl1,lrc4,,bima1,mapsi1,mlbda2,,
6,mogpl2,lrc3,,complex1,ilX,mlbda4,,
7,mogpl4,lrc1,,bima1,complex1,mlbda1,,
8,mogpl4,lrc2,,bima1,complex1,mlbda1,,
9,mogpl2,lrc2,,complex1,mapsi4,mlbda4,,
10,mogpl3,lrc3,,complex2,il3,mapsiX,,
11,mogpl1,,,complex1,mapsi5,,,
12,mogpl3,lrc1,,complex2,il3,mapsiX,,
13,mogpl2,lrc2,,mapsi2,mlbda3,,,
14,mogpl1,lrc3,,complexX,il5,mlbda4,,
15,mogpl4,lrc2,,bimaX,mapsi1,,,
16,mogpl1,lrc4,,aagb1,bima1,il3,,
17,mogpl1,,,complex1,mapsi5,mlbda4,,
18,mogpl4,lrc4,,bima1,mapsi2,mlbda2,,
19,mogpl4,lrc2,,bima1,complex1,mapsi1,,
20,,,,il4,mapsi4,mlbda4,,
21,mogpl1,lrc4,,aagb1,mapsi5,mlbdaX,,
22,mogpl3,lrc3,,complex2,il3,mapsiX,,
23,mogpl2,lrc3,,,,,,
24,mogpl2,lrc2,,complex2,mapsi2,mlbda2,,
25,mogpl3,lrc2,,complex1,mapsi1,,,
26,mogpl4,lrc1,,bima1,il3,mlbda3,,
27,mogpl1,lrc4,,aagb1,bima1,mapsi2,,
28,lrc2,,,complex2,mapsi2,mlbda2,,
29,mogpl2,lrc2,,complex1,mapsi2,mlbda4,,
30,mogpl1,lrc4,,aagb1,mapsi5,mlbdaX,,
31,mogpl4,lrc4,,aagb1,il3,mapsi5,,
32,mogpl4,lrc2,,bima1,complex1,mapsi1,,
33,mogpl4,lrc2,,bima1,complex1,mapsi1,,
34,mogpl4,lrc2,,bima1,complex1,mapsi4,,
35,mogpl1,lrc4,,il3,mapsi5,mlbda4,,
36,mogpl2,lrc2,,il1,mapsi2,mlbda3,,
37,mogpl3,lrc3,,complex2,il3,mapsiX,,
38,mogpl3,lrc2,,complex2,mapsi2,mlbda2,,
39,,,,complex1,mapsi4,,,
40,mogpl3,,,il2,,,,
41,mogpl2,lrc1,,complex2,mapsi2,mlbda2,,
42,mogpl3,lrc2,,complex2,mapsi3,mlbda2,,
43,mogpl1,lrc3,,complex2,il5,mapsiX,,
44,mogpl2,lrc3,,complex1,,,,
45,mogpl4,lrc1,,bima1,complex1,mlbda1,,
