num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,vlsi12,archi14,,ares3,noyau2,signal1,,
2,vlsi11,archi14,,mobj1,noyau3,signal2,,
3,vlsi12,archi11,,esa2,mobj2,noyau3,,
4,,,,mobj2,pr2,,,
5,vlsi12,archi14,,mobj2,noyau3,signal1,,
6,vlsi11,archi14,,ares2,mobj2,noyau2,,
7,vlsi12,archi13,,esa1,mobj1,signal1,,
8,vlsi12,archi11,,esa2,noyau3,signal2,,
9,vlsi12,archi11,,ares2,esa2,signal2,,
10,vlsi12,archi13,,esa2,mobj2,signal1,,
11,vlsi12,archi11,,ares2,esa2,signal2,,
12,vlsi11,archi14,,ares2,mobj1,pr3,,
13,vlsi12,archi11,,esa1,mobj1,noyau3,,
14,vlsi12,archi14,,mobj2,noyau1,signal1,,
15,vlsi11,archi13,,ares1,mobj2,pr3,,
16,vlsi11,archi13,,ares1,esa2,signal2,,
17,vlsi11,archi13,,mobj1,pr1,signal2,,
18,vlsi12,archi13,,ares3,esa2,signal1,,
19,vlsi12,,,esa1,signal1,,,
20,vlsi12,archi13,,esa1,mobj1,signal1,,
21,,,,mobj1,signal1,,,
22,,,,esa2,noyau4,,,
23,vlsi12,archi12,,signal2,,,,
24,vlsi11,archi13,,esa2,pr1,signal2,,
25,vlsi12,archi11,,esa2,noyau3,signal2,,
26,vlsi12,archi11,,mobj1,pr2,signal2,,
27,,,,ares1,mobj2,pr2,,
28,vlsi12,archi12,,esa1,pr2,signal1,,
29,vlsi11,archi12,,noyau3,pr1,signal2,,
30,vlsi12,archi13,,esa1,mobj1,signal1,,
31,vlsi12,archi13,,esa2,mobj2,signal1,,
32,vlsi12,archi11,,esa2,noyau3,signal2,,
33,vlsi12,archi12,,esa1,pr2,signal1,,
34,vlsi12,archi11,,mobj2,noyau1,pr4,,
35,vlsi11,archi12,,,,,,
36,vlsi12,archi13,,esa1,noyau2,signal1,,
37,vlsi12,archi11,,esa1,mobj1,noyau3,,
38,vlsi11,archi13,,mobj1,pr1,signal2,,
39,archi11,,,ares1,esa2,mobj2,,
40,vlsi12,archi13,,esa1,noyau2,signal1,,
41,vlsi12,archi11,,esa1,mobj1,noyau3,,
42,vlsi12,archi11,,esa2,noyau3,signal2,,
43,vlsi12,archi13,,esa1,mobj1,signal1,,
44,archi11,,,ares1,esa2,signal2,,
45,vlsi12,archi11,,esa1,mobj1,noyau3,,
46,vlsi11,archi14,,ares2,noyau2,pr3,,
47,vlsi12,archi13,,esa1,mobj1,signal1,,
48,vlsi11,archi13,,ares1,esa2,signal2,,
49,vlsi12,archi14,,mobj2,noyau2,signal1,,
50,vlsi12,archi13,,esa1,mobj1,signal1,,
