num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,dlp1,algav3,,il2,lrc3,pr3,,
2,algav2,,,noyau1,,,,
3,dlp2,algav1,,lrc2,mlbda2,mogpl4,,
4,dlp2,algav2,,il2,lrc2,mlbda4,,
5,dlp2,algav3,,il1,lrc3,mlbda4,,
6,dlp2,algav1,,complex1,ilX,noyau3,,
7,algav1,,,il1,,,,
8,dlp2,algav2,,il2,lrc3,mlbda4,,
9,dlp1,algav3,,il1,lrc3,pr4,,
10,dlp1,algav2,,il1,noyau3,pr4,,
11,dlp1,algav1,,il1,lrc4,,,
12,dlp3,algav3,,lrc3,mlbda2,,,
13,dlp2,algav1,,il1,mogpl4,pr2,,
14,dlp1,algav2,,lrc3,mlbda2,pr4,,
15,dlp2,algav3,,il2,lrc3,mlbda4,,
16,dlp1,algav2,,mlbda4,noyau1,pr1,,
17,dlp3,algav3,,archi14,,,,
18,dlp1,algav3,,lrc3,mlbda2,pr4,,
19,dlp2,algav3,,,,,,
20,dlp1,,,,,,,
21,dlp1,,,lrc3,mlbda2,,,
22,dlp3,algav1,,mlbda3,noyau4,pr1,,
23,dlp2,algav2,,,,,,
24,dlp3,,,mlbda2,noyau4,,,
25,dlp2,algav3,,il2,noyau3,pr3,,
26,dlp3,algav1,,il4,mlbda3,noyau4,,
27,dlp1,algav3,,il2,lrc3,mlbda4,,
28,dlp1,algav2,,il4,mlbda1,noyau1,,
29,dlp3,algav1,,il2,lrc4,noyau4,,
30,dlp1,algav3,,mlbda2,noyau2,pr4,,
31,dlp3,algav2,,lrc3,mlbda2,noyau4,,
32,dlp2,algav1,,il2,mogpl4,pr2,,
33,dlp2,algav1,,complex1,noyau3,pr4,,
34,algav3,,,,,,,
35,dlp2,algav3,,il4,mlbda4,noyau2,,
36,dlp3,algav3,,lrc3,noyau4,pr1,,
37,dlp1,algav3,,il1,lrc3,mogpl1,,
38,dlp3,,,mlbda3,,,,
39,dlp3,algav1,,il5,lrc2,mlbda3,,
40,dlp2,algav2,,il2,lrc3,mlbda4,,
41,dlp3,algav3,,il1,lrc3,noyau4,,
42,dlp1,algav2,,il1,lrc3,mlbda4,,
43,dlp1,algav3,,il4,mlbda1,noyau2,,
44,dlp2,,,il1,lrc3,,,
45,dlp3,algav1,,il5,lrc2,mlbda3,,
46,dlp1,algav2,,il4,mlbda4,mogpl1,,
47,dlp1,algav2,,il1,mogpl4,pr2,,
48,dlp1,,,mlbda2,,,,
49,dlp3,algav3,,il5,lrc3,mlbda1,,
50,dlp3,algav2,,lrc3,mlbda2,noyau4,,
51,dlp1,algav1,,il4,mlbda3,mogpl1,,
52,dlp2,algav2,,,,,,
53,dlp1,algav1,,il1,noyau3,pr3,,
54,dlp1,algav1,,il2,lrc1,mlbda3,,
55,dlp1,algav1,,il4,mlbda3,pr4,,
