num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,vlsi12,archi13,,esa2,mobj2,signal1,,
2,vlsi11,archi13,,ares1,esa2,mobj2,,
3,vlsi11,archi12,,,,,,
4,vlsi12,archi13,,esa1,mobj1,signal1,,
5,vlsi12,archi13,,esa1,mobj1,signal1,,
6,,,,ares1,noyau4,signal2,,
7,,,,aresX,signal2,,,
8,archi11,,,aresX,,,,
9,vlsi11,,,ares1,esa2,,,
10,vlsi12,archi13,,esa1,mobj1,signal1,,
11,vlsi12,archi12,,esa1,noyau3,signal1,,
12,vlsi11,archi14,,ares1,mobj1,signal2,,
13,vlsi11,,,ares2,pr1,signal2,,
14,vlsi12,archi11,,mobj1,pr2,signal2,,
15,vlsi12,archi11,,esa1,mobj1,pr4,,
16,vlsi11,archi14,,aresX,mobj2,,,
17,vlsi11,archi14,,ares2,noyau2,signal2,,
18,vlsi12,archi13,,esa1,,,,
19,vlsi12,archi14,,ares3,mobj1,signal1,,
20,vlsi11,archi14,,ares1,noyau2,signal2,,
21,vlsi12,archi11,,esa1,mobj1,noyau3,,
22,vlsi12,archi13,,esa1,mobj1,signal1,,
23,vlsi11,,,mobj1,,,,
24,,,,esa1,noyau2,,,
25,,,,ares1,pr2,signal2,,
26,vlsi11,archi13,,mobj1,pr1,signal2,,
27,vlsi11,archi12,,ares3,,,,
28,vlsi12,archi13,,esa2,mobj2,signal1,,
29,vlsi11,archi13,,esa1,,,,
30,,,,ares2,esa2,mobj2,,
31,vlsi12,archi11,,esa2,pr2,signal2,,
32,vlsi12,archi13,,aresX,esaX,signal1,,
33,,,,esa2,mobj2,signal1,,
34,vlsi11,archi12,,mobj2,,,,
35,vlsi11,,,esa2,mobj2,,,
36,vlsi12,archi12,,esa1,noyau3,signal1,,
37,vlsi12,archi11,,esa2,mobj2,pr4,,
38,vlsi11,archi13,,ares1,esa2,pr3,,
39,vlsi11,archi13,,mobj1,pr1,signal2,,
40,vlsi12,archi11,,ares2,esa2,signal2,,
41,vlsi11,archi13,,esa1,,,,
42,vlsi11,archi12,,aresX,noyau3,signal2,,
43,vlsi12,archi12,,ares2,mobj2,signal1,,
44,vlsi12,archi12,,esa1,noyau3,signal1,,
45,vlsi12,archi12,,esa1,noyau3,signal1,,
46,vlsi12,archi13,,mobj1,signal2,,,
47,vlsi11,,,esa2,mobj2,,,
48,vlsi12,archi14,,ares2,mobj2,signal1,,
49,vlsi11,archi13,,ares1,esa2,pr4,,
50,vlsi11,archi13,,ares1,esa2,mobj2,,
