num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,,,,ares2,complex1,noyau4,pr4,
2,model1,,,archi12,complex1,pr3,,
3,model1,,,aresX,complex1,noyau4,pr3,
4,model1,,,archi13,ares1,complex2,noyau1,
5,model1,,,ares2,mapsi2,noyau4,pr3,
6,model1,,,archi13,ares1,mapsi5,pr3,
7,model1,,,ares1,complex2,mapsi2,noyau4,
8,model1,,,archi13,mapsi5,pr1,,
9,model1,,,complex1,mapsi1,pr3,,
10,model1,,,archi12,aresX,dlp3,pr1,
11,model1,,,ares1,complex2,mapsi2,pr2,
12,model1,,,archi11,complex1,mapsi1,noyau3,
13,model1,,,archi11,ares2,complex1,noyau2,
14,,,,archi12,ares2,complex1,pr3,
15,model1,,,ares1,mapsi5,noyau3,pr3,
16,model1,,,ares1,noyau4,pr3,,
17,model1,,,ares2,mapsi2,noyau4,pr3,
18,model1,,,archi11,ares2,complex1,pr3,
19,model1,,,ares1,complex2,mapsi5,,
20,model1,,,archi11,aresX,complex1,noyau3,
21,model1,,,complex2,mapsi3,noyau4,pr1,
22,model1,,,complex1,noyau3,pr3,,
23,,,,ares1,complex2,mapsi5,noyau3,
24,model1,,,aresX,complex2,dlp1,pr2,
25,,,,dlp3,mapsi5,noyau3,pr1,
