num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,complex1,mapsi5,,,
2,model1,,,archi11,ares2,mapsi5,pr1,
3,model1,,,archi13,ares1,dlp3,mapsi5,
4,model1,,,ares2,complex1,dlp3,mapsi5,
5,model1,,,complex1,mapsi4,mlbda1,pr3,
6,,,,archi12,complex2,pr1,,
7,,,,archi12,ares2,complex1,pr4,
8,,,,ares1,complex2,dlp2,,
9,model1,,,ares1,complex2,noyau2,pr2,
10,model1,,,archi11,ares2,noyau1,pr1,
11,model1,,,ares1,complex2,mapsi5,noyau3,
12,model1,,,complex1,dlp3,mapsi5,pr2,
13,model1,,,ares2,complex1,mapsi3,noyau4,
14,model1,,,complex2,noyau4,pr1,,
15,,,,dlp2,mapsi1,pr2,,
16,,,,complex1,mlbda1,pr3,,
17,model1,,,archi11,complex1,mapsi5,noyau3,
18,model1,,,archi11,ares2,complex1,mapsi5,
19,model1,,,ares2,complex1,noyau2,pr3,
20,model1,,,ares2,complex1,mapsi4,pr3,
21,model1,,,ares1,complex2,dlp2,noyau2,
22,,,,archi11,ares3,noyau1,pr1,
23,model1,,,archi12,complex1,dlp3,pr2,
24,model1,,,archi11,complex2,noyau1,pr1,
25,model1,,,ares1,complex2,noyau4,pr2,
