num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,pr4,noyau1,,algav3,ares1,dlp1,,
2,pr4,noyau2,,ares3,dlp2,il4,,
3,pr1,noyau2,,archi14,dlp3,mlbda3,,
4,pr1,noyau2,,archi14,ares3,dlp3,,
5,pr4,noyau2,,dlp1,il4,mlbda1,,
6,pr3,noyau1,,archi11,ares3,il4,,
7,pr2,,,,,,,
8,pr4,noyau2,,archi11,ares3,il4,,
9,pr4,noyau4,,algav1,ares1,mlbda3,,
10,pr1,noyau2,,algav3,dlp2,mlbda1,,
11,pr3,noyau2,,archi14,ares3,mlbda2,,
12,pr1,noyau2,,archi13,ares3,dlp3,,
13,pr3,noyau4,,algav2,aresX,il4,,
14,pr4,noyau4,,ares1,,,,
15,pr4,noyau1,,ares3,dlp2,il4,,
16,pr3,noyau4,,algav3,aresX,il4,,
17,pr2,noyau4,,aresX,dlp3,il2,,
18,pr2,noyau1,,archi14,dlp3,il2,,
19,pr4,noyau1,,ares3,dlp2,mlbda2,,
20,pr4,noyau3,,algav3,archi12,il2,,
21,pr3,noyau1,,archi11,ares3,il4,,
22,pr3,noyau4,,algav2,ares1,,,
23,pr3,noyau3,,algav3,archi14,il1,,
24,,,,archi14,ares1,dlp3,,
25,pr3,noyau3,,algav1,ares1,dlp2,,
26,pr3,,,archi11,,,,
27,pr2,noyau2,,archi14,dlp3,il1,,
28,pr3,noyau1,,algav2,archi14,mlbda2,,
29,pr3,noyau2,,archi14,il3,mlbda3,,
30,pr1,noyau2,,archi14,dlp3,mlbda3,,
31,pr2,noyau4,,algav3,dlp3,il2,,
32,pr4,noyau1,,ares3,dlp2,mlbda2,,
33,pr4,noyau2,,dlp1,il4,mlbda3,,
34,pr3,noyau1,,algav2,archi14,mlbda2,,
35,pr1,noyau1,,archi14,ares2,dlp3,,
