num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi4,bima1,,complex2,lrc1,model1,,
2,mapsi2,bima1,,complex2,lrc2,model1,,
3,bima1,,,algav2,lrc1,mogpl4,,
4,mapsi2,bima1,,complex1,lrc2,mogpl4,,
5,mapsi1,bima1,,il3,lrc1,,,
6,,,,il3,lrc2,model1,,
7,mapsi2,bima1,,il1,lrc2,,,
8,mapsi4,bima1,,il1,model1,mogpl1,,
9,mapsi2,bima1,,complex2,lrc2,model1,,
10,mapsi1,bima1,,il3,lrc2,model1,,
11,mapsi2,bima1,,complex1,lrc2,mogpl4,,
12,mapsi4,bima1,,il1,lrc2,model1,,
13,mapsi1,bima1,,algav2,il4,mogpl4,,
14,mapsi1,bima1,,il3,model1,mogpl1,,
15,mapsi2,bima1,,complex2,il4,model1,,
