num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mlbda2,,,mapsi5,model1,mogpl1,,
2,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
3,mlbda4,lrc1,,bima1,il1,mapsi2,,
4,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
5,mlbda2,lrc2,,mapsi4,model1,mogpl2,,
6,mlbda2,lrc1,,mapsi3,model1,mogpl2,,
7,mlbda1,lrc4,,il5,mapsi3,mogpl1,,
8,mlbda1,lrc3,,bimaX,il3,mogpl3,,
9,mlbda3,,,il3,,,,
10,mlbda2,lrc1,,bima1,mapsi4,model1,,
11,mlbda4,lrc4,,il2,mapsi5,mogpl1,,
12,mlbda2,lrc1,,bima1,mapsi1,mogpl4,,
13,mlbda4,lrc4,,il3,mapsi1,mogpl1,,
14,mlbda3,lrc1,,il5,mapsi4,mogpl4,,
15,mlbda2,lrc1,,complex2,mapsi5,model1,,
16,mlbda4,lrc2,,bima1,il1,mapsi4,,
17,mlbda1,lrc4,,il5,mapsi4,mogpl1,,
18,mlbda4,lrc2,,bima1,il2,mapsi2,,
19,mlbda1,lrc4,,il5,mapsi3,mogpl1,,
20,mlbda3,lrc1,,il5,mapsi4,mogpl4,,
21,,,,mapsi3,mogpl2,,,
22,mlbda4,lrc4,,il1,mapsi5,mogpl1,,
23,mlbda2,lrc2,,mapsi2,model1,mogpl2,,
24,mlbda3,lrc1,,il1,mapsi3,mogpl3,,
25,mlbda4,lrc4,,il2,mapsi5,mogpl1,,
26,mlbda1,lrc3,,mogpl2,,,,
27,mlbda2,lrc1,,mapsi1,model1,mogpl2,,
28,mlbda3,lrc1,,il1,mapsi3,mogpl2,,
29,mlbda4,lrc4,,bima1,il3,mapsi1,,
30,mlbda4,lrc2,,bima1,il1,mapsi4,,
31,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
32,mlbda4,lrc1,,il2,mapsi3,mogpl2,,
33,mlbda1,lrc3,,il3,model1,mogpl1,,
34,,,,complex2,il5,mogpl1,,
35,mlbda2,lrc1,,mapsi2,mogpl3,,,
36,mlbda3,lrc1,,il2,mapsi4,mogpl2,,
37,mlbda3,,,il4,mapsi5,mogpl1,,
38,mlbda3,lrc1,,il2,mapsi4,mogpl2,,
39,mlbda1,lrc1,,il5,mapsi4,model1,,
40,mlbda3,lrc2,,il1,mapsi2,mogpl2,,
