num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,vlsi12,archi13,,mobj2,noyau1,signal1,,
2,,,,ares1,noyau2,signal1,,
3,,,,ares1,noyau2,signal2,,
4,vlsi12,archi11,,esa2,noyau3,pr3,,
5,vlsi12,archi11,,ares3,esa2,noyau3,,
6,vlsi11,archi12,,signal2,,,,
7,vlsi12,archi14,,ares2,noyau1,signal1,,
8,vlsi11,archi12,,ares2,pr1,signal2,,
9,vlsi12,,,esa2,signal1,,,
10,vlsi11,archi12,,ares1,noyau3,signal2,,
11,vlsi12,archi12,,esa1,noyau3,signal1,,
12,vlsi12,archi11,,ares2,mobj2,noyau1,,
13,vlsi12,archi13,,esa2,mobj2,signal1,,
14,vlsi12,archi12,,esa1,pr2,signal1,,
15,vlsi12,archi11,,esa1,mobj1,noyau3,,
16,vlsi12,archi13,,esa2,mobj2,signal1,,
17,vlsi11,archi13,,esa2,pr1,signal2,,
18,vlsi11,archi13,,ares3,esa2,,,
19,vlsi11,archi13,,ares1,esa2,mobj2,,
20,vlsi12,archi11,,esa1,mobj1,noyau3,,
21,vlsi12,archi12,,mobj2,signal1,,,
22,vlsi12,archi13,,esa1,mobj1,pr3,,
23,vlsi12,archi12,,mobj2,pr2,signal1,,
24,vlsi11,archi12,,esa1,pr1,signalX,,
25,vlsi12,archi12,,mobj2,pr2,signal1,,
26,vlsi12,archi13,,esa1,mobj1,signal1,,
27,vlsi11,archi13,,ares1,esa2,mobj2,,
28,vlsi11,archi13,,noyau2,,,,
29,archi12,,,esa1,noyau3,,,
30,vlsi11,archi12,,ares2,pr1,signal2,,
31,vlsi11,archi14,,ares1,mobj1,noyau3,,
32,vlsi11,archi14,,mobj2,,,,
33,vlsi11,,,esa1,mobj1,,,
34,vlsi12,archi13,,esa1,mobj1,signal1,,
35,vlsi11,archi13,,,,,,
36,vlsi11,archi13,,noyau2,pr1,signal2,,
37,vlsi11,,,ares3,noyau2,pr4,,
38,vlsi11,archi12,,pr1,signal2,,,
39,vlsi11,archi12,,noyau3,pr1,signal2,,
40,vlsi11,archi12,,,,,,
41,vlsi12,archi11,,esa2,noyau3,signal2,,
42,vlsi11,,,noyau3,signal2,,,
43,archi13,,,esa1,mobj1,signal1,,
44,,,,mobj1,signal2,,,
45,vlsi11,archi13,,ares1,esa2,pr4,,
46,vlsi12,archi13,,esa1,noyau2,signal1,,
47,vlsi12,archi11,,mobj1,noyau3,signal2,,
48,vlsi12,archi13,,ares3,esa2,signal1,,
49,vlsi11,archi13,,esa2,pr1,signal2,,
50,vlsi12,archi14,,mobj1,noyau3,signal1,,
