num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
2,maths4m0621,aagb1,,,,,,
3,maths4m0621,mapsi2,aagb1,bima1,,,,
4,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
5,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
6,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
7,mapsi2,aagb1,,il5,mogpl4,,,
8,maths4m0621,aagb1,,il3,lrc3,,,
9,maths4m0621,mapsi2,aagb1,complex2,mogpl2,,,
10,maths4m0621,mapsi2,aagb1,,,,,
11,mapsi5,,,il1,lrc4,,,
12,maths4m0621,,,il2,mogpl2,,,
13,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
14,maths4m0621,mapsi1,,lrc4,mogpl2,,,
15,maths4m0621,aagb1,,il3,,,,
16,aagb1,,,lrc3,,,,
17,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
18,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
19,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
20,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
21,mapsi5,aagb1,,il3,,,,
22,maths4m0621,mapsi5,aagb1,complex2,il3,,,
23,maths4m0621,mapsi2,aagb1,,,,,
24,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
25,maths4m0621,mapsi2,aagb1,,,,,
