num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi2,bima1,,il2,lrc2,model1,,
2,mapsi4,bima1,,il2,model1,mogpl1,,
3,mapsi4,bima1,,complex2,il4,mogpl1,,
4,mapsi1,bima1,,il4,model1,mogpl1,,
5,mapsi2,bima1,,complex1,model1,mogpl1,,
6,mapsi2,bima1,,complex1,model1,mogpl1,,
7,mapsi1,bima1,,il3,lrc2,mogpl4,,
8,mapsi1,bima1,,il3,model1,mogpl1,,
9,bima1,,,il4,,,,
10,mapsi1,bima1,,il4,model1,mogpl1,,
11,bima1,,,il1,lrc1,model1,,
12,mapsi2,bima1,,complex1,lrc2,mogpl4,,
13,,,,model1,mogpl3,,,
14,mapsi1,bima1,,il4,model1,mogpl1,,
15,,,,il1,lrc2,model1,,
