num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi1,bima1,,il3,lrc4,mogpl1,,
2,mapsi4,bima1,,il2,model1,mogpl1,,
3,mapsi2,bima1,,il4,model1,mogpl1,,
4,mapsi4,bima1,,complex2,il4,mogpl1,,
5,mapsi1,bima1,,algav3,il4,mogpl1,,
6,mapsi1,bima1,,il3,lrc2,mogpl4,,
7,mapsi2,bima1,,il1,lrc2,mogpl4,,
8,mapsi2,bima1,,il2,lrc2,model1,,
9,mapsi1,,,lrc2,model1,mogpl2,,
10,mapsi1,bima1,,,,,,
11,mapsi4,bima1,,il2,lrc2,model1,,
12,,,,il5,lrc3,model1,,
13,mapsi1,bima1,,complex1,model1,mogpl1,,
14,mapsi4,bima1,,il2,model1,mogpl1,,
15,mapsi1,bima1,,il4,model1,mogpl1,,
