num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mlbda2,lrc2,,complex2,mapsi5,model1,,
2,mlbda4,lrc1,,bima1,il3,mapsi1,,
3,mlbda3,lrc1,,bima1,il2,mapsi4,,
4,mlbda3,lrc2,,il2,mapsi4,mogpl3,,
5,mlbda3,lrc1,,il3,mapsi1,mogpl3,,
6,mlbda3,,,il3,,,,
7,mlbda4,lrc4,,il1,mapsi5,mogpl1,,
8,mlbda2,lrc1,,bima1,mapsi1,mogpl4,,
9,mlbda4,lrc4,,il5,mapsi4,mogpl1,,
10,mlbda3,lrc2,,il2,mapsi2,mogpl3,,
11,mlbda4,lrc2,,il3,mapsi1,mogpl2,,
12,mlbda1,lrc2,,il5,mapsi2,model1,,
13,mlbda2,lrc1,,complex2,mapsi2,mogpl3,,
14,mlbda4,lrc2,,il1,mapsi2,mogpl3,,
15,lrc4,,,bima1,il1,mogpl1,,
16,mlbda2,lrc1,,mapsi1,model1,mogpl2,,
17,mlbda2,lrc1,,mapsi1,model1,mogpl2,,
18,mlbda2,lrc1,,mapsi4,model1,mogpl3,,
19,mlbda1,lrc4,,il5,mapsi4,mogpl1,,
20,mlbda3,lrc1,,il3,mapsi1,mogpl3,,
21,mlbda1,lrc1,,il5,mapsi3,mogpl4,,
22,mlbda3,lrc1,,il2,mapsi2,mogpl2,,
23,mlbda2,lrc2,,mapsi2,model1,mogpl3,,
24,mlbda4,lrc2,,il1,mapsi2,mogpl3,,
25,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
26,mlbda4,lrc4,,il2,mapsi3,mogpl2,,
27,mlbda1,lrc1,,complex1,mapsi3,mogpl3,,
28,mlbda2,lrc3,,,,,,
29,mlbda3,,,mogpl2,,,,
30,mlbda1,lrc1,,il5,mapsi4,mogpl4,,
31,mlbda3,lrc3,,,,,,
32,mlbda3,lrc1,,il3,mapsi1,mogpl3,,
33,mlbda3,lrc1,,bima1,mapsi1,mogpl4,,
34,mlbda4,lrc1,,il1,mapsi2,mogpl3,,
35,mlbda1,lrc1,,il5,mapsi4,mogpl4,,
36,,,,il4,model1,,,
37,mlbda3,lrc1,,il3,mapsi5,mogpl4,,
38,mlbda3,lrc2,,il1,mapsi3,mogpl2,,
39,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
40,mlbda1,lrc2,,bima1,il3,model1,,
