num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,rtel1,ares2,,complex1,noyau4,pr4,,
2,rtel1,ares1,,mogpl2,pr2,signal2,,
3,rtel1,ares2,,archi14,noyau2,pr1,,
4,rtel2,ares2,,archi12,mogpl1,signal1,,
5,rtel1,ares1,,noyau4,pr2,signal2,,
6,rtel2,ares2,,archi12,mogpl1,signal1,,
7,rtel2,ares3,,mogpl2,noyau1,pr2,,
8,rtel2,ares2,,mogpl2,noyau2,signal2,,
9,,,,archi11,,,,
10,rtel1,ares2,,noyau4,pr1,signal2,,
11,rtel1,ares2,,archi12,pr1,signal2,,
12,rtel2,ares3,,archi13,mogpl4,noyau1,,
13,rtel1,ares1,,archi12,pr2,signal2,,
14,rtel1,ares2,,complex1,mogpl3,pr4,,
15,rtel2,ares3,,mogpl3,noyau2,signal1,,
16,rtel1,ares1,,mogpl3,noyau3,signal2,,
17,rtel1,ares2,,mogpl2,pr1,signal2,,
18,rtel1,ares1,,noyau4,pr2,signal2,,
19,rtel2,ares2,,mogpl3,noyau2,signal1,,
20,rtel2,ares3,,archi14,pr2,signal1,,
21,rtel1,ares1,,archi12,noyau3,signal2,,
22,rtel1,ares2,,archi14,pr1,signal2,,
23,rtel1,ares1,,pr3,,,,
24,rtel2,ares3,,archi11,mogpl4,noyau3,,
25,rtel1,ares3,,archi13,noyau2,pr4,,
26,rtel2,ares3,,mogpl3,noyau2,pr4,,
27,rtel2,ares2,,archi11,noyau1,signal2,,
28,rtel2,ares2,,archi11,mogpl1,signal2,,
29,rtel2,,,archi12,noyau3,,,
30,rtel2,ares3,,archi12,pr2,signal1,,
31,,,,archi12,complex1,,,
32,rtel1,ares1,,noyau4,pr2,signal2,,
33,rtel2,ares3,,archi14,pr2,signal1,,
34,rtel1,ares2,,archi12,pr1,signal2,,
35,rtel2,ares2,,mogpl2,noyau1,signal1,,
36,ares1,,,pr2,signal1,,,
37,,,,archi13,noyau2,pr3,,
38,rtel2,ares3,,archi12,mogpl1,signal1,,
39,rtel1,ares1,,mogpl2,noyau3,signal2,,
40,rtel1,ares1,,noyau4,pr2,signal2,,
41,rtel2,,,archi12,,,,
42,ares3,,,noyau4,signal1,,,
43,rtel2,ares2,,archi14,noyau2,signal1,,
44,rtel1,ares1,,mogpl2,pr2,signal2,,
45,rtel1,ares3,,mogpl3,noyau2,pr1,,
46,rtel1,ares1,,archi13,noyau1,pr4,,
47,rtel2,ares3,,archi13,noyau1,signal1,,
48,ares1,,,signal1,,,,
49,rtel2,ares3,,archi13,noyau1,pr4,,
50,rtel1,,,,,,,
