num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,pr3,noyau2,,ares3,dlp1,il4,,
2,pr3,noyau2,,ares3,dlp1,il4,,
3,pr2,noyau4,,dlp3,il1,,,
4,pr3,noyau1,,archi14,il1,mlbda3,,
5,pr2,noyau4,,algav1,ares1,dlp3,,
6,pr1,noyau1,,algav2,archi14,mlbda1,,
7,pr1,noyau1,,archi14,ares3,dlp3,,
8,pr3,noyau2,,archi14,ares2,il3,,
9,noyau2,,,archi14,il1,mlbda3,,
10,noyau1,,,il2,,,,
11,pr1,,,,,,,
12,pr2,noyau2,,dlp3,il2,,,
13,pr1,noyau1,,archi14,mlbda3,,,
14,pr1,noyau1,,ares3,dlp2,mlbda4,,
15,pr3,noyau2,,ares3,dlp1,il4,,
16,pr1,noyau1,,algav2,dlp1,mlbda1,,
17,,,,ares1,,,,
18,pr3,noyau2,,dlp1,il4,mlbda1,,
19,pr1,noyau3,,archi11,,,,
20,pr3,noyau4,,algav1,il1,mlbda3,,
21,pr3,noyau2,,dlp1,il1,mlbda3,,
22,pr2,noyau1,,archi14,dlp3,il1,,
23,pr1,noyau4,,algav1,ares3,mlbda4,,
24,pr3,noyau1,,il1,mlbda3,,,
25,pr3,noyau4,,algav1,ares1,mlbda3,,
26,pr3,noyau1,,archi14,ares2,il3,,
27,pr3,noyau1,,algav2,ares2,il5,,
28,pr3,noyau1,,dlp1,il1,mlbda3,,
29,pr3,noyau2,,archi14,il2,mlbda3,,
30,pr3,noyau4,,aresX,il3,mlbda1,,
31,pr3,noyau1,,archi14,ares2,il3,,
32,pr3,noyau2,,archi14,il1,mlbda3,,
33,pr3,noyau2,,dlp1,il1,mlbda3,,
34,pr1,noyau2,,algav2,archi14,mlbda1,,
35,pr2,noyau2,,archi14,ares1,dlp3,,
