num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
2,maths4m0621,mapsi5,aagb1,il3,mlbdaX,,,
3,,,,lrc3,mogpl4,,,
4,maths4m0621,mapsi2,aagb1,bima1,complex2,,,
5,maths4m0621,mapsi2,aagb1,il5,lrc4,,,
6,maths4m0621,mapsi2,aagb1,bimaX,il5,,,
7,maths4m0621,mapsi4,aagb1,bima1,mogpl4,,,
8,maths4m0621,mapsi2,aagb1,bima1,mogpl4,,,
9,maths4m0621,mapsi5,aagb1,complexX,lrc4,,,
10,maths4m0621,mapsi2,aagb1,complex2,il5,,,
11,maths4m0621,mapsi5,aagb1,lrc4,mlbdaX,,,
12,maths4m0621,mapsi4,aagb1,lrc4,mogpl2,,,
13,maths4m0621,mapsi4,aagb1,il5,mogpl4,,,
14,maths4m0621,mapsi3,aagb1,il5,lrc4,,,
15,maths4m0621,mapsi4,aagb1,lrc4,mogpl2,,,
16,maths4m0621,mapsi4,aagb1,complex2,mogpl2,,,
17,maths4m0621,mapsi4,aagb1,il5,mogpl4,,,
18,maths4m0621,mapsi2,aagb1,mogpl2,,,,
19,mapsi5,,,complex1,,,,
20,maths4m0621,mapsi2,aagb1,complexX,lrc4,,,
21,maths4m0621,mapsi5,aagb1,complexX,lrc4,,,
22,maths4m0621,mapsi4,,complex2,il5,,,
23,mapsi5,aagb1,,lrc1,,,,
24,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
25,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
