num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,pr3,noyau2,,algav2,archi14,mlbda2,,
2,,,,ares3,dlp1,mlbda2,,
3,pr2,noyau4,,algav3,dlp3,il1,,
4,pr3,noyau1,,archi14,il3,mlbda3,,
5,pr4,noyau4,,mlbda1,,,,
6,noyau4,,,il4,,,,
7,pr1,noyau1,,archi14,dlp3,mlbda3,,
8,pr3,noyau1,,ares3,dlp1,mlbda2,,
9,pr3,noyau1,,dlp2,il1,mlbda3,,
10,pr2,noyau4,,algav3,dlp3,il2,,
11,pr4,noyau4,,algav1,ares3,mlbda2,,
12,pr3,noyau2,,dlp2,il4,mlbda3,,
13,pr2,noyau4,,algav3,dlp3,il2,,
14,pr1,noyau2,,algav3,archi14,dlp3,,
15,noyau2,,,ares3,dlp2,,,
16,pr3,noyau1,,archi14,ares2,il3,,
17,pr3,noyau1,,archi11,ares3,il4,,
18,pr3,noyau4,,algav1,il1,mlbda3,,
19,pr3,noyau2,,archi14,il3,mlbda3,,
20,pr3,noyau2,,archi11,il2,,,
21,pr3,noyau2,,ares3,dlp2,mlbda2,,
22,pr4,noyau2,,dlp2,il1,mlbda3,,
23,pr1,noyau4,,,,,,
24,pr3,noyau4,,algav1,ares3,il4,,
25,pr3,noyau3,,algav2,archi12,ares1,,
26,pr1,noyau1,,archi13,ares3,dlp3,,
27,pr4,noyau3,,algav1,ares3,il5,,
28,pr1,noyau4,,algav1,ares3,dlp3,,
29,pr3,noyau3,,algav1,ares3,il5,,
30,pr3,noyau1,,archi14,ares2,il3,,
31,pr3,noyau4,,il2,,,,
32,,,,dlp2,mlbda2,,,
33,pr4,noyau1,,dlp1,il1,mlbda3,,
34,pr1,noyau2,,archi14,dlp3,mlbda3,,
35,pr3,noyau1,,algav2,ares2,il5,,
