num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,rtel1,ares1,,complexX,pr2,signal2,,
2,rtel1,ares2,,complex1,noyau4,pr3,,
3,rtel2,ares2,,archi11,noyau2,signal2,,
4,rtel1,ares1,,archi12,mogpl4,pr2,,
5,rtel1,ares1,,noyau4,pr2,signal2,,
6,rtel2,ares2,,complexX,mogpl2,signal1,,
7,rtel2,ares3,,mogpl3,noyau3,pr4,,
8,,,,archi11,signal2,,,
9,rtel1,ares1,,complexX,pr2,signal2,,
10,rtel1,ares1,,mogpl2,noyau1,signal2,,
11,,,,archi11,pr1,signal2,,
12,rtel2,ares2,,archi14,noyau2,signal2,,
13,rtel2,ares3,,archi13,noyau2,pr4,,
14,rtel2,,,pr2,signal1,,,
15,rtel1,ares1,,,,,,
16,rtel1,ares2,,archi14,complex1,mogpl1,,
17,rtel2,ares3,,mogpl2,noyau3,signal1,,
18,,,,archi12,noyau3,,,
19,,,,mogpl4,noyau4,pr1,,
20,rtel1,ares1,,noyau4,pr2,signal2,,
21,rtel2,ares3,,archi13,mogpl1,signal1,,
22,rtel1,ares1,,mogpl2,noyau2,signal2,,
23,rtel1,ares3,,mogpl3,noyau2,pr4,,
24,rtel2,ares2,,mogpl3,noyau2,signal2,,
25,rtel2,ares3,,noyau2,pr2,signal1,,
26,rtel2,ares3,,mogpl3,noyau1,signal1,,
27,rtel1,ares1,,noyau2,,,,
28,rtel2,ares3,,mogpl4,noyau4,pr2,,
29,rtel2,ares3,,archi12,pr2,signal1,,
30,rtel1,ares2,,complex1,mogpl2,pr4,,
31,rtel1,ares1,,mogpl2,noyau1,signal2,,
32,rtel2,ares3,,archi14,complexX,signal1,,
33,rtel1,ares3,,archi13,noyau1,pr1,,
34,rtel2,ares2,,archi12,mogpl1,signal1,,
35,rtel2,ares2,,archi12,complexX,signal1,,
36,rtel2,ares3,,archi14,pr2,signal1,,
37,ares3,,,mogpl2,pr1,,,
38,rtel2,ares3,,archi13,noyau1,signal1,,
39,rtel2,ares3,,noyau4,pr2,signal1,,
40,rtel1,ares2,,noyau2,pr1,signal2,,
41,rtel2,ares2,,archi12,mogpl1,signal1,,
42,rtel2,ares3,,archi14,noyau3,signal1,,
43,rtel1,ares2,,archi12,complex1,pr3,,
44,rtel1,ares1,,archi12,noyau3,pr3,,
45,rtel1,ares3,,mogpl3,noyau1,pr1,,
46,rtel1,ares1,,mogpl3,noyau2,pr4,,
47,rtel1,ares3,,archi13,mogpl4,pr1,,
48,rtel2,ares3,,mogpl2,noyau3,pr4,,
49,rtel1,ares3,,mogpl3,noyau1,pr1,,
50,rtel1,ares2,,complex1,noyau4,pr3,,
