num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mogpl4,lrc1,,bima1,complex1,mlbda1,,
2,mogpl3,lrc4,,il2,mapsi4,mlbda4,,
3,mogpl2,lrc2,,complex1,mapsi2,mlbda4,,
4,mogpl2,lrc1,,complex2,mapsi2,mlbda2,,
5,mogpl3,lrc2,,complex2,mapsi4,mlbda2,,
6,mogpl4,lrc2,,bima1,complex1,mapsi1,,
7,mogpl1,lrc4,,il3,mapsi5,mlbda4,,
8,mogpl4,lrc1,,bima1,complex1,mapsi4,,
9,mogpl2,lrc4,,il3,mapsi1,mlbda4,,
10,mogpl4,lrc2,,aagb1,bima1,complex1,,
11,mogpl4,lrc2,,bima1,complex1,mlbda1,,
12,mogpl3,lrc2,,complex1,mapsi1,mlbda4,,
13,mogpl3,lrc2,,aagb1,complex1,mapsi3,,
14,mogpl3,lrc1,,aagb1,complex2,mapsi4,,
15,mogpl3,lrc3,,aagb1,complex2,il3,,
16,mogpl1,lrc3,,aagb1,complex2,il5,,
17,mogpl3,lrc1,,complex1,mapsi1,,,
18,mogpl4,lrc2,,bima1,il2,mapsi4,,
19,mogpl2,lrc2,,complex2,mapsi4,mlbda2,,
20,mogpl3,lrc1,,il1,mapsi4,mlbda4,,
21,mogpl1,lrc4,,il2,mapsi5,mlbda4,,
22,mogpl2,lrc2,,il3,mapsi1,mlbda3,,
23,mogpl2,,,complex2,mapsi2,,,
24,mogpl1,lrc4,,bima1,mapsi4,mlbda1,,
25,mogpl3,lrc1,,complex1,mapsi1,mlbda4,,
26,mogpl4,lrc2,,aagb1,complex1,mapsi5,,
27,mogpl4,lrc3,,aagb1,il5,,,
28,mogpl2,lrc3,,complex1,,,,
29,mogpl1,lrc4,,bima1,il3,mlbda1,,
30,mogpl3,lrc2,,complex1,mapsi3,mlbda4,,
31,mogpl1,lrc4,,il5,mapsi1,mlbda4,,
32,mogpl4,lrc1,,bima1,mapsi2,mlbda2,,
33,mogpl3,lrc2,,complex1,mapsi1,mlbda4,,
34,mogpl2,lrc2,,complex2,mapsi2,mlbda2,,
35,mogpl3,lrc2,,aagb1,complex1,mapsi4,,
36,mogpl2,lrc4,,il2,mapsi2,mlbda4,,
37,mogpl2,lrc1,,il2,mapsi2,mlbda4,,
38,mogpl3,lrc1,,aagb1,complex1,mapsi2,,
39,mogpl3,lrc2,,complex2,mapsi4,mlbda2,,
40,mogpl1,,,bima1,mapsi1,mlbda2,,
41,lrc3,,,complex1,,,,
42,mogpl1,lrc4,,aagb1,bima1,il3,,
43,mogpl2,lrc2,,il2,mapsi4,mlbda3,,
44,mogpl4,lrc2,,bima1,complex1,mlbda1,,
45,mogpl4,lrc1,,complex1,mapsi5,mlbda1,,
