num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,noyau1,,,il3,mlbda4,,,
2,pr3,noyau4,,algav2,il4,mlbda1,,
3,pr3,noyau1,,ares3,dlp2,mlbda2,,
4,pr1,noyau3,,archi12,ares3,dlp3,,
5,pr1,noyau2,,ares3,dlp2,mlbda4,,
6,pr4,noyau2,,archi11,ares3,mlbda2,,
7,pr3,noyau1,,archi11,il2,mlbda3,,
8,,,,algav2,dlp2,,,
9,pr2,noyau2,,archi14,ares1,dlp3,,
10,pr3,noyau1,,ares3,dlp1,il4,,
11,pr2,noyau2,,ares3,dlp3,il5,,
12,pr4,noyau4,,algav1,il1,mlbda3,,
13,pr4,noyau2,,ares3,dlp1,il4,,
14,pr4,noyau2,,algav2,ares2,il5,,
15,pr3,noyau2,,algav3,ares2,il5,,
16,pr4,noyau4,,ares1,,,,
17,pr2,noyau2,,archi14,dlp3,il1,,
18,pr2,noyau2,,archi14,dlp3,il1,,
19,pr4,noyau1,,dlp2,il4,,,
20,pr4,noyau2,,archi13,ares3,il3,,
21,pr3,noyau2,,archi11,ares3,mlbda2,,
22,pr4,noyau2,,dlp2,il2,mlbda3,,
23,pr4,noyau2,,il3,mlbda3,,,
24,pr4,noyau3,,algav3,ares1,dlp1,,
25,,,,algav1,archi14,dlp3,,
26,pr3,noyau1,,archi13,ares3,il3,,
27,pr4,noyau1,,dlp1,il2,mlbda3,,
28,pr1,noyau1,,archi14,dlp3,mlbda1,,
29,pr2,noyau1,,archi14,dlp3,il1,,
30,noyau4,,,,,,,
31,pr3,noyau1,,dlp2,il1,mlbda3,,
32,noyau3,,,algav3,ares1,,,
33,pr2,noyau2,,archi14,dlp3,il2,,
34,pr4,noyau4,,algav2,il4,mlbda1,,
35,pr1,noyau1,,algav3,dlp2,mlbda4,,
